movie_title,year,episode,song_title,artists
    uforia,1985.0,    NaN,    i know an ending when it comes (remastered lp version),    emmylou harris
    mask,1985.0,    NaN,    stumblin' in,    mike chapman   / nicky chinn+suzi quatro  / chris norman
    the dark chronicles,2011.0,    NaN,    in the pines (the original album),    the stanley brothers
    the americans,2013.0,    mutually assured destruction (#,    trouble blues,    mckinley mitchell
    lick the star,1998.0,    NaN,    bouwerie boy,    free kitten
    the legendary fillmore slim playing the blues,2012.0,    NaN,    hoochie coochie man,    muddy watters
    the victorias secret fashion show,2005.0,    NaN,    drop the pressure,    mylo
    the adventures of ozzie & harriet,1952.0,    ozzie spills the beans (#,    i got a feeling,    baker knight+ricky nelson
    t in the park ,2010.0,    muse/calvin harris (#,    map of the problematique,    matthew bellamy+muse
    scrubs,2002.0,    my sacrificial clam (#,    all in my head,    shawn mullins
    american idol: the search for a superstar,2002.0,    top ,    higher than heaven,    james blundell
    heavy petting,1989.0,    NaN,    so fine,    the fiestas
    the love guru,2008.0,    NaN,    baby did a bad bad thing (lp version),    chris isaak+arrangement with warner music group film+tv licensing
    planet ,2009.0,    NaN,    baby did a bad bad thing (lp version),    chris isaak
    senior week,1987.0,    NaN,    dance with me,    the lords of the new church
    serendipity,2001.0,    NaN,    northern sky,    nick drake
    top of the pops,1964.0,    (,    i could be happy,    altered images
    robots,2005.0,    NaN,    (there's gotta be) more to life ((jason nevins club creation)),    harvey mason jr.+damon e. thomas+sabelle breer+kevin kadish+lucy woodward+stacie orrico
    trouble with the curve,2012.0,    NaN,    prison bound blues (lp version),    josh white+arrangement with warner music group film+tv licensing
    soul train,1978.0,    jerry butler/rick james (#,    you and i,    rick james
    gossip girl,2007.0,    dr. estrangeloved (#,    slang tang,    discovery
    hinter gittern - der frauenknast,1997.0,    pakt mit dem teufel (#,    let's make a night to remember,    bryan adams
    george burns ,1986.0,    NaN,    perhaps love,    john denver
    supernatural,2005.0,    asylum (#,    hey you,    bachman-turner overdrive
    the drifter,2005.0,    mountaineers,    count me out,    jack pruett+marty robbins
    valley girl,1983.0,    NaN,    i melt with you,    modern english
    stranger things,2016.0,    chapter two: the weirdo on maple street (#,    i melt with you,    modern english
    very bad things,1998.0,    NaN,    supernatural thing (part ,    patrick grant+gwen guthrie+ben e. king
    eminem: live from new york city,2005.0,    NaN,    just don't give a f***,    eminem
    love  marilyn,2012.0,    NaN,    after you get what you want (you dont want it),    irving berlin+marilyn monroe
    theres no business like show business,1954.0,    NaN,    after you get what you want (you dont want it),    irving berlin+marilyn monroe
    nearly famous,2008.0,    NaN,    just for tonight,    one night only
    comedy central presents,2000.0,    stephen lynch (#,    lullaby (the divorce song),    stephen lynch
    a tu d�a le falta aldo,2010.0,    los tres/blanca lewin/jaime ravinet,    quien es la que viene all�,    roberto parra+los tres
    stuart little ,2002.0,    NaN,    another small adventure,    raine maida+chantal kreviazuk
    the hoax,2006.0,    NaN,    up around the bend,    john fogerty+creedence clearwater revival
    from the earth to the moon,1998.0,    we interrupt this program (#,    up around the bend,    creedence clearwater revival+john fogerty
    top of the pops,2002.0,    (,    the zephyr song (album version),    red hot chili peppers
    kick-ass,2010.0,    NaN,    can't go back,    primal scream
    de lautre c�t� du lit,2008.0,    NaN,    lovin' you,    minnie riperton
    the brass teapot,2012.0,    NaN,    haw,    david eugene edwards+jean yves tola+kevin soll+sixteen horsepower
    the drifter,1991.0,    virginia,    streets of laredo,    marty robbins
    this is your life,1992.0,    noddy holder (#,    i wish it could be christmas everyday,    wizzard
    whatever happened to harold smith?,1999.0,    NaN,    i wish it could be christmas everyday,    roy wood+wizzard
    travelling light,2003.0,    NaN,    part three into paper walls,    russell morris
    spl: sha po lang,2005.0,    NaN,    the trick,    the prodigy
    of yesterday and tomorrow,2009.0,    NaN,    d.c.b.a. - ,    paul kantner+jefferson airplane
    mem�ries de la tele,2007.0,    (#,    cuando brille el sol,    manuel espa�a+joaqu�n almendros+la guardia
    ,1986.0,    NaN,    un coucher de soleil accroch� dans les arbres,    le grand orchestre de gabriel yared
    waterloo road,2007.0,    spirit child (#,    hands playing butterfly,    efterklang
    skate ,2010.0,    NaN,    born to lose (,    johnny thunders & the heartbreakers
    the porter wagoner show,1993.0,    george morgan (#,    a room full of roses,    george morgan
    metal evolution,2011.0,    extreme metal (#,    day of suffering,    morbid angel vs the berzerker
    begierde - mord im zeichen des zen,2015.0,    NaN,    drive,    apocalyptica
    oasis: dig out your soul in the streets,2009.0,    NaN,    (get off your) high horse lady,    noel gallagher+oasis
    forsthaus falkenau,1999.0,    biofieber (#,    bella (she's all i ever had),    ricky martin
    singles,1992.0,    NaN,    may this be love,    jimi hendrix
    eastenders,1986.0,    (#,    let me know,    maxi priest
    pink floyd video anthology,2003.0,    NaN,    see emily play (,    syd barrett+pink floyd
    joe strummer: the future is unwritten,2007.0,    NaN,    see emily play (,    syd barrett+pink floyd
    och�ntame... otra vez,2014.0,    la juventud canta y baila (#,    what you get is what you see,    terry britten+graham lyle+tina turner
    marianne faithfull: dreaming my dreams,2000.0,    NaN,    great expectations,    marianne faithfull+daniel lanois
    red scorpion,1988.0,    NaN,    all around the world,    little willie john
    the brontes at the bbc,2016.0,    NaN,    smoke on the water (live - us b-side edit) (,    deep purple
    grand theft auto: san andreas,2004.0,    NaN,    promised land,    joe smooth
    homicide: life on the street,1996.0,    the heart of a saturday night (#,    not ready yet,    dj paul edge+the eels
    kickin it old skool,2007.0,    NaN,    yeah yeah,    jon pearn+nick bridges+nick clow+luciana caporaso+nathan thomas+bodyrox with vocals by luciana c...
    one hit wonderland,2012.0,    i ran (so far away) by a flock of seagulls (#,    who's that girl (she's got it),    frank maudsley+ali score+michael score+a flock of seagulls
    cmt insider,2005.0,    (,    summertime,    kenny chesney
    circuit,2001.0,    NaN,    seven cities,    solar stone+rich mowatt+andy bury for solar stone productions
    watership down,1978.0,    NaN,    bright eyes,    mike batt+art garfunkel
    sleepless in seattle,2008.0,    NaN,    a wink and a smile ( from: sleepless in seattle ),    marc shaiman+ramsey mclean+harry connick jr.
    jericho,2006.0,    long live the mayor (#,    older chests,    damien rice
    ,2010.0,    NaN,    hold you,    gyptian  as windel edwards+dion johnson ricardo+gyptian
    ,2002.0,    NaN,    bring me your cup,    ub
    back in time for dinner,2015.0,    the ,    dizzy,    vic reeves+the wonder stuff
    we could be kings,2005.0,    NaN,    dizzy,    freddy weller+tommy roe+vic reeves+the wonder stuff
    one tree hill,2006.0,    you call it madness  but i call it love (#,    nux vomica,    the veils
    observe and report,2009.0,    NaN,    over under sideways down,    chris dreja+keith relf+jeff beck+jim mccarty+paul samwell-smith+the yardbirds
    welcome to the ,2009.0,    gothic  industrial und black metal (#,    a dying god coming into human flesh,    celtic frost
    late show with david letterman,2010.0,    (#,    this addiction,    matt skiba+dan andriano+derek grant+alkaline trio
    getting it on,1983.0,    NaN,    sea cow,    col. bruce hampton and the late bronze age
    one tree hill,2006.0,    the same deep water as you (#,    everything'll be alright (will's lullaby),    joshua radin
    the doors,1991.0,    NaN,    indian summer (lp version),    the doors
    t,2009.0,    NaN,    i'm not alone,    calvin harris
    rock band,2007.0,    NaN,    perfekte welle,    dedi herde+simon triebel+juli
    hollywood a go go,2000.0,    (#,    moonlight and roses,    edwin h. lemare+ben black+charles daniels+black+lemare+moret+vic dana
    the paul ogrady show,2009.0,    (,    i'll see you again,    westlife
    so you think you can dance canada,2009.0,    top ,    girls on the dance floor,    the far east movement featuring 
    electric light orchestra: out of the blue tour live at wembley,1978.0,    NaN,    turn to stone,    jeff lynne+electric light orchestra
    led zeppelin dvd,2007.0,    NaN,    babe i'm gonna leave you (,    jimmy page+robert plant+led zeppelin
    alles wegen paul,2001.0,    NaN,    kudi kudi,    jasbir jassi
    voices,1979.0,    NaN,    champagne jam,    the atlanta rhythm section
    dig!,2007.0,    NaN,    something for you,    sarabeth tucek
    unter uns: die highlights,1999.0,    NaN,    if you believe - osio mix (osio radio edit for usa),    sasha
    beauty and the beast,2012.0,    shotgun wedding (#,    stoned love,    kenny thomas+the supremes
    joanne lees: murder in the outback,2007.0,    NaN,    come around,    mental as anything
    top of the pops,1976.0,    (,    i'll meet you at midnight,    nicky chinn+mike chapman+smokie
    trainspotting,1996.0,    NaN,    temptation,    heaven 
    mad dog time,1997.0,    NaN,    somethings gotta give (end credits),    johnny mercer+royal crown revue
    xx/xy,2002.0,    NaN,    kool thing,    sonic youth
    country style  u.s.a.,1990.0,    (#,    you are the one,    carl smith
    peeples,2013.0,    NaN,    say how i feel,    rhian benson
    hollywood singing and dancing: a musical history - the ,2009.0,    NaN,    i want you - i need you,    harvey brooks+mae west
    bunyip the movie,2013.0,    NaN,    travel fair,    michael trillions
    scandal,1994.0,    NaN,    those lazy_ hazy_ crazy days of summer (,    nat king cole+hans carste
    the other sister,1999.0,    NaN,    i feel the earth move,    carole king
    go fly a kite,1973.0,    NaN,    i feel the earth move,    carole king
    speed ,1997.0,    NaN,    i feel the earth move,    carole king+leah andreone
    rockpalast,1997.0,    rammstein - ,    bestrafe mich,    rammstein
    crossing the lake,2010.0,    NaN,    clouds below your knees,    ray lynch
    bones,2001.0,    NaN,    the love we had (stays on my mind),    terry callier+larry wade+the dells
    ,2008.0,    help me  rhonda (#,    better to be,    liam finn
    shindig!,1993.0,    (#,    stagger lee,    tommy quickly
    vidas en vivo,2008.0,    NaN,    pasa,    pedro guerra
    clutch: full fathom five,2008.0,    NaN,    promoter (of earthbound causes),    clutch
    friday night lights,2007.0,    seeing other people (#,    i made a resolution,    sea wolf
    green day: rock band,2010.0,    NaN,    sassafras roots (album version),    green day
    freddie mercury  the untold story,2000.0,    NaN,    love kills (wolf euro mix),    freddie mercury+giorgio moroder
    waterloo road,2006.0,    happy ever after (#,    you were there with me,    four tet
    eat pray love,2010.0,    NaN,    midnight blue,    kenny burrell
    big money hustlas,2000.0,    NaN,    bring it on,    mike e. clark+violent j+shaggy 
    gossip girl,2007.0,    the empire strikes jack (#,    not exactly,    deadmau
    the nat king cole show,1954.0,    (#,    repeat after me,    gordon jenkins+nat king cole
    the paul ogrady show,2009.0,    (,    doesn't mean anything,    alicia keys+kerry brothers
    biker boyz,2003.0,    NaN,    liliquoi moon,    me'shell ndegeocello
    torchwood,2006.0,    small worlds (#,    ooh la (lowlands acoustic session),    the kooks
    lay the favorite,2012.0,    NaN,    it doesn't matter anymore,    paul anka+linda ronstadt
    the last picture show,1989.0,    NaN,    slow poke,    pee wee king+redd stewart+chilton price
    soul train,1971.0,    gladys knight & the pips/eddie kendricks/the honey cone/bobby hutton (#,    friendship train,    gladys knight & the pips
    selena live: the last concert,1995.0,    NaN,    ya ves,    a.b. quintanilla+pete astudillo+selena
    diverso da chi?,2009.0,    NaN,    honey love,    clyde mcphatter+the drifters  with clyde mcphatter
    in a world...,2013.0,    NaN,    right down the line,    gerry rafferty
    totally gay!,2003.0,    NaN,    jump around (tommy trash edit),    house of pain vs. micky slim
    cold case,2003.0,    whos your daddy (#,    jump around (tommy trash edit),    house of pain vs. micky slim
    det sjunde skottet,1998.0,    NaN,    trespasser,    antiloop
    weekend watchdog,1999.0,    (#,    cold shoulder,    boy george - culture club
    black snake moan,2006.0,    NaN,    lonesome in my home,    junior kimbrough and the soul blues boys
    ghost whisperer,2007.0,    devils bargain (#,    wicked (album),    jupiter rising
    making your mind up,2006.0,    NaN,    my number one,    christos dantis+natalia germanou+helena paparizou
    heartbreak hotel,2006.0,    NaN,    my number one,    helena paparizou
    betty blowtorch: and her amazing true life adventures,2003.0,    NaN,    funeral crashing tonight,    butt trumpet
    baywatch,2008.0,    tower of power (#,    just another day (radio edit),    jon secada
    top of the pops,1964.0,    (,    funny break (one is enough) layo and bushwacka! up remix,    paul hartnoll+phil hartnoll+naomi bedford+andrew bramley+orbital
    harry lauder singing same as his father was before him,1914.0,    NaN,    the same as his father did before him,    sir harry lauder
    amys orgasm,2001.0,    NaN,    big sky,    joy askew+shane fontayne
    top of the pops,1980.0,    (,    let's get serious,    jermaine jackson
    ea skate ,2009.0,    NaN,    eat the rich,    mot�rhead
    so you think you can dance,2005.0,    the top ,    for a reason,    zhan�
    campeones de la vida,1999.0,    (#,    el revelde,    la renga
    knuckleface jones,2005.0,    NaN,    oklahoma stomp,    spade cooley+his orchestra
    stoopnocracy,1992.0,    NaN,    please,    ralph rainger+budd hulick  imitating bing crosby
    full throttle,1995.0,    NaN,    legacy,    the gone jackals
    the music for unicef concert: a gift of song,1979.0,    NaN,    rhymes and reasons,    john denver
    the ,1988.0,    NaN,    sweet dreams,    patsy cline / the jordanaires
    snowriders,2007.0,    NaN,    mountains win again,    blues traveler
    urgh! a music war,1981.0,    NaN,    driven to tears [live from live earth],    sting+the police
    the loveless,1981.0,    NaN,    raunchy,    bill justis
    harry chapin: the final concert,1981.0,    NaN,    a better place to be (lp version),    harry chapin
    shadow company,2006.0,    NaN,    barnowl,    caribou (formerly dan snaith's manitoba)
    cougar town,2009.0,    letting you go (#,    something beautiful (album version),    needtobreathe
    when in rome,2010.0,    NaN,    something beautiful (album version),    bear rinehart+bo rinehart+needtobreathe+arrangement with warner music group film+tv licensing
    the killer inside me,2010.0,    NaN,    fever,    eddie cooley+otis blackwell+little willie john
    conan,2010.0,    elijah wood/john fogerty/richard thompson (#,    have you ever seen the rain?,    john fogerty
    the longest yard,2005.0,    NaN,    have you ever seen the rain?,    john fogerty+creedence clearwater revival
    danville ,2008.0,    wintertime ,    have you ever seen the rain?,    john fogerty+creedence clearwater revival
    monster,2003.0,    NaN,    all she wants is (us master mix),    nick rhodes+john taylor+duran duran
    across the universe,2007.0,    NaN,    if i fell,    john lennon+paul mccartney+evan rachel wood
    achtung  fertig  charlie!,2003.0,    NaN,    ti offro da bere,    gianni morandi
    american wasteland,2007.0,    NaN,    iron tusk [live],    mastodon
    one tree hill,2009.0,    you are a runner  and i am my fathers son (#,    gravitate,    lou barlow
    the wedding singer,1998.0,    NaN,    hold me now,    tom bailey+joe leeway+alannah currie+the thompson twins
    ,1999.0,    NaN,    hold me now,    alannah currie+joe leeway+tom bailey+the thompson twins
    os homens s�o de marte... e � pra l� que eu vou,2014.0,    (#,    agora s� falta voc�,    maria rita
    entourage,2004.0,    gotcha! (#,    weekend jumpoff (amended album version),    kevin michael
    six by sondheim,2013.0,    NaN,    do i hear a waltz?/perfectly lovely couple,    richard rodgers+stephen sondheim+elizabeth allen rosenbaum+original broadway cast
    the dinah shore chevy show,1999.0,    the dinah shore show (#,    i've got you under my skin,    cole porter+dinah shore+andr� previn
    movistar m�sica,2009.0,    joe vasconcellos,    la funa (vivo),    joe vasconcellos
    the disco ball,2003.0,    NaN,    working my way back to you (lp version),    denny randell+sandy linzer+the spinners
    barbershop,2004.0,    NaN,    it takes more,    goapele mohlabane+j. mason
    stag hunt,2015.0,    NaN,    til the weekend comes,    mark underwood+yeti
    quest for camelot,1998.0,    NaN,    i stand alone,    carole bayer sager+david foster+steve perry
    date night,2010.0,    NaN,    heartbreak warfare,    john mayer+arrangement with sony music licensing
    one tree hill,2005.0,    a multitude of casualties (#,    sleeping song,    s�bastien schuller
    music and lyrics,2007.0,    NaN,    never ending story (club mix),    giorgio moroder+keith forsey+limahl
    friday night lights,2008.0,    underdogs (#,    already down,    awesome color
    sex & drugs & rock & roll,2010.0,    NaN,    plaistow patricia,    ian dury+stephen nugent+andy serkis+the blockheads
    st trinians ,2009.0,    NaN,    make it easy,    sarah harding+miranda cooper+brian higgins+nick coler+timothy powell+eliza dodd-noble+matthew gray
    wwf wrestlemania ,1999.0,    NaN,    real american,    rick derringer
    roots & wings,2016.0,    NaN,    a seated night (ambient mix),    moby
    the shield,2002.0,    partners (#,    the whole truth,    michael penn
    sister  sister,1997.0,    prom night (#,    they don't know,    jon b.+tim kelley+bob robinson
    the lost boys,1987.0,    NaN,    ain't got no home,    clarence 'frogman' henry
    van halen live without a net,1986.0,    NaN,    why can't this be love (remastered version),    edward van halen+alex van halen+michael anthony+sammy hagar
    music nuggets,2010.0,    (,    einfach sein,    die fantastischen vier
    bruce springsteen and the e street band: live in new york city,2001.0,    NaN,    the prisoner,    bruce springsteen
    top of the pops,1998.0,    (,    strange glue,    owen powell+catatonia
    around the fire,1998.0,    NaN,    red clay,    freddie hubbard
    whos minding the store?,1963.0,    NaN,    the typewriter (digitally remastered),    leroy anderson & his pops concert orchestra
    hail,1972.0,    NaN,    the battle of new orleans,    jimmie driftwood+johnny horton
    som brasil,2007.0,    cazuza (#,    exagerado,    cazuza+leoni+ezequiel neves+bid� ou balde
    ,2014.0,    NaN,    i need you now (key-ab-premiere performance plus w/ background vocals),    smokie norful
    australian idol,2005.0,    up close & personal special (#,    per sempre (for always),    anthony callea+steve balsamo+ben robbins
    the x factor,2009.0,    (#,    does your mother know?,    eoghan quigg
    drei in einem bett,2013.0,    NaN,    sing it back,    moloko
    iron maiden: flight ,2009.0,    NaN,    hallowed be thy name (live ',    steve harris+iron maiden
    so you think you can dance,2007.0,    top ,    after tonight,    justin nozuka
    celebridade,2003.0,    (#,    olha e n�o me olha,    jorge vercilo+lulu joppert
    top of the pops: the story of ,2014.0,    NaN,    he's the greatest dancer,    bernard edwards+nile rodgers+sister sledge
    headliners,2002.0,    richard ashcroft,    science of silence,    richard ashcroft
    glitz  glam  geminis. on the red carpet.,2008.0,    NaN,    keeps gettin' better,    christina aguilera
    singstar pop,2007.0,    NaN,    on the way down (live at sessions@aol version),    ryan cabrera
    parenthood,2010.0,    these are the times we live in (#,    space cowboy (digitally remastered ,    steve miller+ben sidran+steve miller band
    bridget joness diary,2001.0,    NaN,    out of reach,    gabrielle   / jonathan shorten+gabrielle
    highway ,2013.0,    NaN,    never goin' back (to nashville anymore,    john stewart+dave crossland
    beavis and butt-head,2000.0,    choke (#,    close my eyes forever,    lita ford  with ozzy osbourne
    taxi para tres,2001.0,    NaN,    ciudad traicionera,    joe vasconcellos
    ne fais pas �a!,2007.0,    NaN,    the beat goes on (mousse t remix),    alain wisniak+christophe le friant+bob sinclar
    top of the pops,1996.0,    (,    fastlove,    george michael
    the simpsons,1989.0,    he loves to fly and he dohs (#,    say you  say me,    lionel richie tribute band
    white nights,1985.0,    NaN,    say you_ say me,    lionel richie tribute band
    opry video classics: songs that topped the charts,2007.0,    NaN,    i forgot more (than you'll ever know about him),    cecil a. null+skeeter davis
    country style  u.s.a.,1963.0,    (#,    i forgot more (than you'll ever know about him),    skeeter davis
    waterloo road,2006.0,    father figure (#,    wayward bob,    bonobo
    men in trees,2007.0,    nice day for a dry wedding: part ,    let somebody in (alt version with strings by robert kirby),    the magic numbers
    greys anatomy,2008.0,    dream a little dream of me: part ,    white horse,    taylor swift
    depeche mode: the world we live in and live in hamburg,1985.0,    NaN,    something to do,    martin l. gore
    top of the pops,1964.0,    (,    hey mr dream maker (,    cliff richard
    orgazmo,1998.0,    NaN,    work the angles,    rakaa taylor+michael perretta+k. matlin+s. gordy+dilated peoples
    hello ladies,2013.0,    the drive (#,    marriage bureau rendezvous,    graham gouldman+eric stewart+
    ,1996.0,    i love lucy (#,    isn't it romantic (lp version),    richard rodgers+lorenz hart+bobby short
    nirvana live! tonight! sold out!!,1994.0,    NaN,    sliver,    kurt cobain+nirvana
    divine secrets of the ya-ya sisterhood,2002.0,    NaN,    dimming of the day,    richard thompson+linda thompson
    threesome,1994.0,    NaN,    is your love strong enough?,    bryan ferry
    absolutely fabulous,1992.0,    the last shout: part ,    we gotta get outta this place (lp version),    barry mann+cynthia weil+marianne faithfull
    the joy of the single,2012.0,    NaN,    we gotta get outta this place (lp version),    barry mann+cynthia weil+the animals
    australian story,1996.0,    a very good rascal (#,    we gotta get outta this place (lp version),    barry mann+cynthia weil+the angels 
    the british invasion returns,2000.0,    NaN,    we gotta get outta this place (lp version),    barry mann+cynthia weil+eric burdon+the new animals
    the doe boy,2001.0,    NaN,    space age love song (astralasia remix),    frank maudsley+paul reynolds+ali score+a flock of seagulls
    one hit wonderland,2012.0,    i ran (so far away) by a flock of seagulls (#,    space age love song (astralasia remix),    frank maudsley+paul reynolds+ali score+michael score+a flock of seagulls
    stoked: the rise and fall of gator,2002.0,    NaN,    space age love song (astralasia remix),    a flock of seagulls+ali score   / michael score    / frank maudsley   / paul reynolds
    kickin it old skool,2007.0,    NaN,    space age love song (astralasia remix),    frank maudsley+paul reynolds+ali score+michael score+a flock of seagulls+arrangement with sony b...
    wonderland,2003.0,    NaN,    girls on film,    nick rhodes+simon le bon+john taylor+roger taylor+andy taylor+duran duran
    the vampire diaries,2009.0,    christmas through your eyes (#,    blue christmas,    dustin kensrue
    mal� ,2015.0,    NaN,    ahora t�,    mal�
    mulheres apaixonadas,2003.0,    NaN,    you belong to me,    carly simon+michael mcdonald+jennifer lopez
    why did i get married?,2007.0,    NaN,    you belong to me,    carly simon+michael mcdonald+anita baker+arrangement with warner strategic marketing
    top of the pops,1995.0,    (,    never knew love,    oleta adams
    spice girls live at wembley stadium,1998.0,    NaN,    spice up your life (murk spider beats),    spice girls+matt rowe+richard stannard
    spice girls: too much is never enough,1997.0,    NaN,    spice up your life (morales radio mix),    spice girls+matt rowe+richard stannard
    the tennessee ernie ford show,1996.0,    tommy sands (#,    teenage crush,    tommy sands
    jennifer lopez in concert,2001.0,    NaN,    ain't it funny,    jennifer lopez+mark rooney
    one tree hill,2007.0,    please  please  please let me get what i want (#,    bright red star,    stereophonics
    vacanze di natale ,1995.0,    NaN,    me and you,    frisco / alexia
    home alone ,1997.0,    NaN,    tall cool one,    r. dangel+j. greek+k. morrill+the wailers
    how i met your mother,2005.0,    platonish (#,    it's only time,    the magnetic fields
    opry video classics: queens,2007.0,    NaN,    satin sheets,    jeanne pruett
    no sleep till sheffield: pulp go public,1995.0,    NaN,    mis-shapes,    pulp
    the devils rejects,2005.0,    NaN,    saturday night special,    lynyrd skynyrd+edward king+ronnie van zant
    supernatural,2005.0,    what is and what should never be (#,    saturday night special,    lynyrd skynyrd
    hollow man,2000.0,    NaN,    power struggle (album version),    sunna
    the adventures of ozzie & harriet,1952.0,    top gun (#,    believe what you say,    dorsey burnette+johnny burnette+ricky nelson
    marienhof,1992.0,    kabale und liebe (#,    when a man loves a woman,    calvin lewis+andrew wright+percy sledge
    valentines day,2010.0,    NaN,    when a man loves a woman,    calvin lewis+andrew wright+percy sledge+arrangement with fine gold music
    zusje,1995.0,    NaN,    when a man loves a woman,    percy sledge
    zusje,1995.0,    NaN,    when a man loves a woman,    andrew wright+calvin lewis+percy sledge
    hannah montana & miley cyrus: best of both worlds concert,2008.0,    NaN,    see you again,    antonina armato+miley cyrus+tim james
    the singles collection: bonus dvd,2009.0,    NaN,    womanizer,    britney spears
    reading and leeds festival,2009.0,    radiohead (#,    there there (first demo),    radiohead
    yu-gi-oh! the abridged series,2006.0,    egyptian exhibition expo ,    canned heat,    jamiroquai
    wrestlemania x,2002.0,    NaN,    the hammer,    mot�rhead
    one hit wonderland,2012.0,    rico suave by gerardo (#,    escape,    kara dioguardi+enrique iglesias+steve morales+david siegel performed by enrique iglesias
    bates motel,2013.0,    theres no place like home (#,    beyond the sea (la mer),    bobby darin
    tequila sunrise,1988.0,    NaN,    beyond the sea,    charles trenet+albert lasry+bobby darin
    covert affairs,2010.0,    here comes your man (#,    round about midnight,    miles davis quintet
    young at heart,1993.0,    NaN,    ready  willing and able,    floyd huddleston+al rinker+dick gleason+doris day
    art of conflict,2012.0,    NaN,    heaven's gate,    rory gallagher
    breakin ,1984.0,    NaN,    din daa daa (m,    george kranz
    midsommer,2003.0,    NaN,    wild wonders,    carpark north
    catfish,2010.0,    NaN,    learning the lie,    joel gibb+the hidden cameras
    skeppsholmen,2002.0,    (#,    walk a mile in my shoes (,    joe south+elvis presley
    bandstand,1983.0,    (#,    the kid's american,    matthew wilder
    ecstasy,2008.0,    NaN,    beautiful sunday,    daniel boone
    live at last,2005.0,    NaN,    feel the pressure,    the charlatans
    sapiches,1982.0,    NaN,    let there be drums,    sandy nelson
    melinda and melinda,2004.0,    NaN,    take the a train,    billy strayhorn+duke ellington+the duke ellington orchestra
    the swing of things,2013.0,    NaN,    take the a train,    billy strayhorn+duke ellington+his band
    reveille with beverly,1996.0,    NaN,    take the a train,    billy strayhorn+betty roche  with duke ellington+the duke ellington orchestra
    jam,2000.0,    NaN,    i will be your friend,    sade+stuart matthewman
    matin bonheur,1988.0,    (,    quand je serai k.o,    alain souchon
    melrose place,2009.0,    cahuenga (#,    now i'm that bitch part ii,    livvi franc
    the sopranos,1999.0,    isabella (#,    tiny tears,    tindersticks
    no disparen al pianista,2009.0,    (#,    dance with somebody,    mando diao
    shes out of control,1989.0,    NaN,    venus,    ed marshall+frankie avalon
    the shield,2002.0,    aint that a shame (#,    ain't that a shame,    fats domino+david bartholomew+cheap trick
    urgh! a music war,1981.0,    NaN,    down in the park (early version ,    gary numan / tubeway army
    doctor who,2006.0,    smith and jones (#,    sunshine,    arrested development
    saturday night live,1975.0,    jr. walker & the all-stars (#,    shotgun,    jr. walker & the all stars
    tie pohjoiseen,2012.0,    NaN,    brother moon,    amorphis
    high school musical: o desafio,2010.0,    NaN,    gosto tanto,    wanessa camargo
    all the wilderness,2014.0,    NaN,    escarpment,    no age
    extremedays,2001.0,    NaN,    superfan,    fanmail+scott siletta
    private practice,2007.0,    wait and see (#,    i love you more than words can say (lp version),    eddie floyd+booker t. jones+otis redding
    winter solstice on ice,1999.0,    NaN,    this christmas,    donny hathaway+nadine mckinnor+jeffrey osborne
    star trek iv: the voyage home,1986.0,    NaN,    ballad of the whale,    the yellowjackets
    the limey,1999.0,    NaN,    squib cakes (lp version),    chester thompson+tower of power+arrangement with warner special products
    im going to tell you a secret,2005.0,    NaN,    nothing fails [nevins mix],    madonna+guy sigsworth+jem
    the dream,2014.0,    NaN,    melancholia vii,    william basinski
    nowhere boy,2009.0,    NaN,    mr. sandman,    pat ballard+dickie valentine
    roswell,2007.0,    surprise (#,    c'mon n' ride it (the train) (lp version),    quad city dj's
    the vampire diaries,2009.0,    the night of the comet (#,    closer to love,    mat kearney
    toutes nos envies,2011.0,    NaN,    on saturday afternoons in ,    rickie lee jones
    top of the pops,1964.0,    (,    every beat of the heart (bbc in concert),    the railway children
    cold case,2003.0,    sandhogs (#,    i wonder,    cecil gant
    killer of sheep,1978.0,    NaN,    i wonder,    cecil gant+raymond leveen
    the o.c.,2004.0,    the father knows best (#,    misread,    kings of convenience
    the eurovision song contest,2007.0,    NaN,    worlds collide,    apocalyptica
    reading and leeds festival,2009.0,    arctic monkeys (#,    red right hand,    arctic monkeys
    telstar: the joe meek story,2008.0,    NaN,    jack the ripper,    david sutch+david sutch  (as screaming lord sutch+the savages)
    just looking,1999.0,    NaN,    i hear you knocking,    david bartholomew+earl king+smiley lewis
    bette midler in concert: diva las vegas,1997.0,    NaN,    bed of roses (lp version),    bonnie hayes+bette midler
    pahiram kahit sandali,1998.0,    NaN,    bed of roses,    jon bon jovi+bon jovi
    sphere,1998.0,    NaN,    im making believe,    james v. monaco+the ink spots  with ella fitzgerald
    s club seeing double,2003.0,    NaN,    who do you think you are?,    cathy dennis+jonny lisners+s club 
    mr. & mrs. bridge,1990.0,    NaN,    blues in the night (from 'blues in the night'),    harold arlen+dinah shore  with orchestra
    the ,1981.0,    NaN,    blues in the night (from 'blues in the night'),    harold arlen+johnny mercer+ella fitzgerald+dinah shore
    heroes,2006.0,    chapter five fight or flight (#,    boyz,    m.i.a.
    everybody hates chris,2005.0,    everybody hates keisha (#,    sophisticated lady (she's a different lady) (live),    natalie cole
    jeff buckley: live in chicago,2000.0,    NaN,    hallelujah,    leonard cohen+jeff buckley
    soul to soul,1971.0,    NaN,    run shaker life (remastered album version),    the voices of east harlem
    paul mccartney: live at the cavern club,1999.0,    NaN,    blue jean bop,    gene vincent+morris levy+paul mccartney
