ID,Title,Brand,Processor Name,Processor Speed (GHz),Processor Brand,Operating System,RAM,Graphics Card,Storage (GB),Screen Size (inch),Screen Resolution - Height,Screen Resolution - Width,Weight (lb)
5147,"samsung np900x3l-k06us notebook 9 13.3"" laptop (iron silver),samsung it,np900x3l-k06us",samsung, intel core i5,2.3,intel,windows 10 home,8 gb,shared,256 gb,13.3,1920,1080,1.9
5148,"dell latitude e6400 atg semi-rugged laptop,dell computers",latitude, intel core 2 duo,2.26,intel,windows 7 professional,2 gb,,120 gb,14.1,,,8.8
5149,"chauvet xpress-512. w/ laptop stand + 2 dmx cable + usb cable.,xpress",chauvet, athlon 2650e,1,amd,all windows server versions 2000,1 gb,,1 gb,,,,9
5150,"hp stream 11-r020nr notebook pc - intel celeron n3050 1.6ghz 2gb 32gb no optical windows 10 home (certified refurbished),hp,11-r020nr",hp, intel celeron,1.6,intel,windows 10 home,2 gb,integrated_graphics,32 gb,11.6,1366,768,2.6
5151,"2016 new edition lenovo 15.6-inch full hd high performance laptop, 1080p display, amd a10-8700p quad-core up to 3.2ghz, 8gb ddr3l, 1tb hdd, dvd rw drive, hdmi, bluetooth, webcam, windows 10 64bit,lenovo,ideapad",lenovo, amd a series,1.8,amd,windows 10,8 gb,amd radeon r6 graphics,1 tb,15.6,1920,1080,5.1
5152,"2016 newest lenovo thinkpad edge e555 premium business laptop pc, 15.6-inch hd led backlight display, amd a6-7000 2.2ghz processor, 4gb ddr3l ram, 500gb hdd, dvd±rw, windows 7 / 10 professional,lenovo thinkpad,thinkpad edge e555",lenovo thinkpad, amd a series,2.2,amd,windows 7 professional,4 gb,radeon r4,500 gb,15.6,1366,768,5.2
5153,"dell xps 13 xps9350-8007slv i7 6500u 3.1ghz 16gb 1866mhz qhd+ 1800p touch 512gb ssd pro support qh0001,merkamerica,xps 13 - 9350",merkamerica, intel core i7,3.1,intel,windows 10 professional 64 bit,16 gb,integrated_graphics,512 gb,13.3,3200,1800,5
5154,"dell xps 13 xps9350-8007slv i7 6500u 3.1ghz 16gb 1866mhz qhd+ 1800p touch 512gb ssd pro support qh0006,merkamerica,xps 13 - 9350",merkamerica, intel core i7,3.1,intel,windows 10 home 64 bit,16 gb,integrated_graphics,512 gb,13.3,3200,1800,5
5155,"lenovo g50-80e301y7us 4gb memory - 500gb hard drive - black,lenovo,80e301y7us",lenovo, amd e series,1.35,amd,windows 10,4 gb,radeon r5,500 gb,15.6,,,6.7
5156,"2016 newest lenovo premium high performance 15.6-inch hd laptop (amd e1-6010 dual-core 1.35 ghz, 4gb ddr3l, 500gb hdd, dvd rw, bluetooth, webcam, wifi, hdmi, windows 10 ) - black,lenovo-g50,g50",lenovo g70, amd e series,1.35,amd e1-6010,windows 10 home,4 gb,radeon r5,500 gb,15.6,1366,768,5.5
5157,"2016 newest acer high performance premium 15.6"" fhd ips touchscreen laptop ( intel core i7-6500u 2.5 ghz, 8gb ram, 1tb hdd, dvd, backlit keyboard, hdmi, wifi, bluetooth, webcam, windows 10 ) - black,acer-aspire,acer aspire",acer, intel core i7,2.5,intel i7-6500u,windows 10 home,8 gb,integrated_graphics,1 tb,15.6,1920,1080,4.9
5158,"661-6630 apple macbook air 13.3"" 1.8ghz core i5 display clamshell, 13-inch, glossy a1466,apple,661-6630",pc parts unlimited, intel core i5,1.8,intel,,,,,13.3,,,
5159,"samsung full hd touch 1920 x 1080/intel core i5 6200u 2.3 ghz/ 8 gb memory/ 128 gb ssd windows 10 pro notebook, 13.3"" (np900x3l-k03us),samsung,np900x3l-k03us",samsung, intel core i5,2.3,intel,windows 10,8 gb,intel graphics integrated,128 gb,13.3,1920,1080,4
5160,"samsung 1920 x 1080 fhd led display/ intel core i7-6500u 2.5 ghz/ 8 gb lpddr3/256gb ssd/ windows 10 pro notebook, 13.3"" (np900x3l-k04us),samsung,np900x3l-k04us",samsung, intel core i7,2.5,intel,windows 10,8 gb,intel graphics integrated,256 gb,13.3,1920,1080,1.9
5161,"vaio z laptop (intel core i5-6267u, 8gb memory, 256gb ssd, full hd display, windows 10 home),trans cosmos america inc.,vjz131x0211s",vaio, intel core i5,2.9,intel,windows 10,8 gb,intel graphics integrated,256 gb,13.3,1920,1080,2.6
5162,"vaio s laptop (intel core i5-6200u, 8gb memory, 128gb ssd, full hd display, windows 10 home),trans cosmos america inc.,vjs131x0211b",vaio, intel core i5,2.3,intel,windows 10,8 gb,integrated_graphics,128 gb,13.3,,,2.3
5163,"asus eeebook e200ha-us01-bl 11.6"" laptop,asus computers,e200ha-us01-bl",asus, intel atom,1.44,intel,windows 10,2 gb,intel hd graphics,32 gb,11.6,,,2.2
5164,"2016 newest lenovo g50 premium laptop pc, 15.6-inch hd led backlight display, amd e1-6010 dual-core processor, 4gb ddr3l ram, 500gb hdd, dvd±rw, bluetooth, hdmi, windows 10,lenovo g50,lenovo g50",lenovo g70, amd e series,1.35,amd,windows 10,4 gb,radeon r5,500 gb,15.6,1366,768,5.5
5165,"2016 newest hp 17.3"" pavilion flagship high performance laptop- intel core i5-4210u, 4gb ram, 1tb hdd, hd+ display (1600 x 900), dvd/cd burner, hdmi, webcam, wifi, windows 10, silver,hp,pavilion 17",hp, intel core i5,2.7,intel,windows 10,4 gb,integrated_graphics,1 tb,17.3,1600,900,6.2
5166,"acer aspire r14 14 inch touch r3-471t-77w5 intel i7-5500u 8gb ram 1tb hdd hd led backlit ips (1366 x 768) windows 8.1,acer",acer, intel core i7,2.4,intel,windows 8.1,8 gb,integrated_graphics,1 tb,14,,,4.8
5167,"newest lenovo g50 premium laptop pc, 15.6-inch hd led backlight display, amd e1-6010 dual-core processor 1.35ghz, 4gb ddr3l ram, 500gb hdd, dvd±rw, bluetooth, hdmi, wifi, windows 10,lenovo g50,g50",lenovo g70, amd e series,1.35,amd,windows 10,4 gb,radeon r5,500 gb,15.6,,,5.5
5168,"2016 newest hp 15.6"" premium high performance touchscreen laptop- intel celeron n2840 dual core processor, 4gb memory, 500gb hdd, dvd+rw, hdmi, webcam, wifi, windows 10, black,hp,hp 15.6",hp, intel celeron,2.16,intel,windows 10,4 gb,integrated_graphics,500 gb,15.6,,,5
5169,"lenovo g50 touch entertainment laptop - black: doorbuster - intel core i7-5500u (2.4ghz/3.0ghz turbo), 8gb ram, 1tb hdd, 15.6"" hd touchscreen, dvd burner, ac-wifi, usb3.0, hdmi, bluetooth, windows 10,lenovo,lenovo g50 touch",,,,,,,,,,,,
5170,"lenovo g50 touch entertainment laptop - black: doorbuster - intel core i7-5500u (2.4ghz/3.0ghz turbo), 12gb ram, 1tb hdd, 15.6"" hd touchscreen, dvd burner,ac-wifi, usb3.0, hdmi,bluetooth, windows 10,lenovo,lenovo g50 touch",,,,,,,,,,,,
5171,"lenovo g50 touch entertainment laptop - black: doorbuster - intel core i7-5500u (2.4ghz/3.0ghz turbo) 16gb ram, 250gb ssd, 15.6"" hd touchscreen,dvd burner,ac-wifi, usb3.0, hdmi,bluetooth, windows 8.1,lenovo,lenovo g50 touch",,,,,,,,,,,,
5172,"lenovo g50 touch entertainment laptop - black: doorbuster - intel core i7-5500u (2.4ghz/3.0ghz turbo) 16gb ram, 250gb ssd, 15.6"" hd touchscreen,dvd burner,ac-wifi, usb3.0, hdmi,bluetooth, windows 10,lenovo,lenovo g50 touch",,,,,,,,,,,,
5173,"lenovo g50 touch entertainment laptop - black: doorbuster - intel core i7-5500u (2.4ghz/3.0ghz turbo), 16gb ram, 1tb hdd, 15.6"" hd touchscreen, dvd burner,ac-wifi, usb3.0, hdmi,bluetooth, windows 10,lenovo,lenovo g50 touch",,,,,,,,,,,,
5174,"lenovo g50 touch entertainment laptop - black: doorbuster - intel core i7-5500u (2.4ghz/3.0ghz turbo) 16gb ram, 1tb ssd, 15.6"" hd touchscreen, dvd burner, ac-wifi, usb3.0, hdmi,bluetooth, windows 8.1,lenovo,lenovo g50 touch",,,,,,,,,,,,
5175,"lenovo g50 touch entertainment laptop - black: doorbuster - intel core i7-5500u (2.4ghz/3.0ghz turbo) 16gb ram, 1tb ssd, 15.6"" hd touchscreen, dvd burner, ac-wifi, usb3.0, hdmi,bluetooth, windows 10,lenovo,lenovo g50 touch",,,,,,,,,,,,
5176,"lenovo g50 touch entertainment laptop - black: doorbuster - intel core i7-5500u (2.4ghz/3.0ghz turbo) 16gb ram, 2tb ssd, 15.6"" hd touchscreen, dvd burner, ac-wifi, usb3.0, hdmi,bluetooth, windows 10,lenovo,lenovo g50 touch",,,,,,,,,,,,
5177,"lenovo g50 touch entertainment laptop - black: doorbuster - intel core i7-5500u (2.4ghz/3.0ghz turbo), 8gb ram, 250gb ssd, 15.6"" hd touchscreen,dvd burner,ac-wifi, usb3.0, hdmi,bluetooth, windows 10,lenovo,lenovo g50 touch",,,,,,,,,,,,
5178,"2016 newest lenovo premium 15.6-inch hd laptop (amd e1-6010 dual-core 1.35 ghz, 4gb ddr3l, 500gb hdd, dvd rw, bluetooth, webcam, wifi, hdmi, windows 10 ) - black,lenovo-g50,g50",lenovo g70, amd e series,1.35,amd e1-6010 1.35 ghz,windows 10 home,4 gb,radeon r5,500 gb,15.6,1366,768,5.5
5179,"lenovo thinkpad yoga 2-in-1 convertible 11.6-inch ips touchscreen laptop(tablet), intel quad core processor, 4gb ddr3l, 128gb ssd, hdmi, bluetooth, webcam, ac wifi, windows 10 professional,lenovo,20d90027us",lenovo, intel celeron,1.83,intel,"64-bit, windows 10 pro",4 gb,intel hd graphics,128 gb,11.6,1366,768,3.5
5180,"hp business 15-inch touchscreen laptop (quad core amd a8-7410 up to 2.5 ghz, 4gb ram, 1tb hdd, 15.6"" hd touchscreen, amd radeon r5, supermulti dvd, hdmi, wifi, hd webcam, usb 3.0-win10),hp,v0p48ua#aba",hp, amd a series,2.2,amd a8-7410,windows 10,4 gb,amd radeon r5 graphics,1 tb,15.6,1366,768,4.7
5181,"dell latitude e6320 13.3in i5 2.5ghz 4gb 250gb win7pro64 - microsoft authorized refurbisher (mar),itrenew dell,e6320",itrenew dell, intel core i5,2.5,intel,windows 7 professional,4 gb,integrated_graphics,250 gb,13.3,,,3.6
5182,"tecra z50-c z50-c1550 i7-6600u,toshiba systems,pt577u-00h005",toshiba,,,,,8 gb,nvidia geforce 930m,256 gb,15.6,,,5
5183,"toshiba pt261u-014008 portege laptop,toshiba america information systems,pt261u-014008",toshiba, intel core i5,3,intel,windows 7 professional,8 gb,intel hd graphics 520,128 gb,13.3,1366,768,2.6
5184,"toshiba pt16bu-00h00d portege z20t-c2112 12.5"" laptop,toshiba america information systems,pt16bu-00h00d",toshiba, core_m,1.1,intel,windows 10,8 gb,,256 gb,12.5,,,3.3
5185,"toshiba lightweight laptop portege z30-c1320 13.3"" ultrabook, 8 gb ram, 256 gb ssd, intel hd graphics 520, silver (pt261u-012008),toshiba america information systems,pt261u-012008",toshiba, intel core i7,3.4,intel,windows 7 professional,8 gb,integrated_graphics,256 gb,13.3,1366,768,2.6
5186,"apple macbook pro 15.4"" retina display 2.5ghz processor(certified refurbished),apple computer",apple,,,intel,,16 gb,geforce gt 750m,512 gb,15.4,,,7.6
5187,"apple macbook pro mjlq2ll/a 15.4-inch 256gb laptop with retina display (certified refurbished),apple computer,mjlq2ll/a",apple, intel core i7,2.2,intel,mac os x,16 gb,intel integrated graphics,256 gb,15.4,2880,1800,7
5188,"apple 13.3"" mf841ll/a macbook pro notebook computer with retina display (certified refurbished),apple computer",apple, intel core i5,2.9,intel,mac os x v10.10 yosemite,8 gb,integrated_graphics,512 gb,13.3,,,
5189,"lenovo g50 15.6"" inch hd led laptop notebook amd e1-series dual core processor 8gb ddr3l memory 500gb hard drive ati radeon r5 graphics wireless bluetooth usb 3.0 hdmi vga webcam dvd windows 10 black,lenove",lenove,,1.35,amd,windows_10,8 gb,radeon,500 gb,15.6,1366,768,5.5
5190,"lenovo g50 15.6"" inch hd led laptop notebook amd e1-series dual core processor 8gb ddr3l memory 1tb hd hard drive ati radeon r5 graphics wireless bluetooth usb 3.0 hdmi vga webcam dvd windows 10 black,lenove",lenove,,1.35,amd,windows_10,8 gb,radeon,1 tb,15.6,1366,768,5.5
5191,"lenovo g50 15.6"" inch hd led laptop notebook amd e1-series dual core processor 16gb ddr3 memory 1tb hd hard drive ati radeon r5 graphics wireless bluetooth usb 3.0 hdmi vga webcam dvd windows 10 black,lenove",lenove, athlon 2850e,1.35,amd,windows_10,16 gb,radeon r5,1 tb,15.6,1366,768,5.5
5192,"hisense 11.6"" chromebook c11nb with 1.8ghz quad-core processor, 2gb ram, and 16gb hard drive (certified refurbished),hisense,c11nb_cr",hisense, amd a series,1.8,arm,chrome os,2 gb,,16 gb,11.6,1360,768,2.6
5193,"lenovo thinkpad l450 14.1-inch ultrabook laptop (intel dual-core i5 2.9 ghz, 8gb ram, 256gb ssd, 802.11 ac, bluetooth, usb 3.0, fingerprint reader, windows 7),lenovo,lenovo thinkpad",lenovo thinkpad, intel core i5,1.9,intel,"windows 7 professional, windows 10 professional",8 gb,intel hd 4400 graphics,256 gb,14.1,1366,768,4.4
5194,"2016 newest dell inspiron 15.6"" high performance premium laptop, intel core i3 processor, 4gb ram, 500gb hdd, dvd, bluetooth, hdmi, nvidia geforce 820m 2 gb dedicated video memory, windows 10 64bit,dell computers,inspiron-3542",dell, intel core i3,1.7,intel,windows 10,4 gb,nvidia geforce 820m,500 gb,15.6,1366,768,5.3
5195,"hp envy 15.6"" inch touch screen laptop amd quad-core fx processor 16gb ddr3l memory 1tb hard drive 802.11bgn usb 3.0 hdmi backlit keyboard ethernet bang & olufsen speaker bluetooth webcam windows 8.1,hp",,,,,,,,,,,,5
5196,"2016 newest hp 17.3"" flagship premium high performance laptop-amd quad-core a6-6310 processor, 4gb memory, 500gb hdd, dvd+rw, webcam, wifi, hdmi, windows 10, black,hp,hp 17.3",hp, amd a series,2.4,amd,windows 10,4 gb,radeon r4,500 gb,17.3,,,6.2
5197,"dell latitude e7250 intel core i7-5600u x2 2.6ghz 8gb 256gb ssd 12.5'' (black),dell computers,e7250",dell,,2.6,intel,windows 8 pro,8 gb,intel hd graphics 5500,256 gb,12.5,,,2.8
5198,"lenovo thinkpad p50 15.6-inch | 2.8 ghz intel xeon e3-1505m | 8gb ddr4 2133 | 500gb hd 7200rpm | nvidia quadro m2000m 4gb | windows 10 pro 64-bit | backlit keyboard | color sensor,lenovo,p50",,,2.8,intel,windows 10,8 gb,quadro m2000m,500 gb,15.6,,,15.4
5199,"lenovo yoga 700-11isk 80qe000jus convertible notebook, platinum silver (11.6"" touchscreen, m5-6y54 1.1ghz, 4gb ram, 128gb ssd, 720p camera, mediacard reader, windows 10 home),lenovo,80qe000jus",lenovo, intel mobile cpu,1.1,intel,windows 10,4 gb,integrated_graphics,128 gb,11.6,1920,1080,2.5
5200,"toshiba satellite fusion 15 l55w-c5150 15.6"" notebook, intel core i5-6200u, 1tb, 6gb ram windows 10,silver,toshiba america information systems,l55w-c/5150",toshiba, intel core i5,2.3,intel,windows 10,6 gb,mobile intel hd graphics,1 tb,15.6,1920,1080,5.1
5201,"toshiba satellite fusion 15 l55w-c/5153 15.6-inmch laptop (intel core i7-6500u 2.5 ghz,8 gb,256 gb,windows 10), silver,toshiba america information systems,l55w-c/5153",toshiba, intel core i7,2.5,intel,windows 10,8 gb,mobile intel hd graphics,256 gb,15.6,,,5.1
5202,"toshiba satellite s55t s55tc51644k 15"" laptop,toshiba,s55tc51644k",toshiba, intel core i7,2.5,intel,windows 10,12 gb,nvidia geforce 930m,1 tb,15,,,6.2
5203,"hp v2w05ut#aba commercial specialty zbk3 15"" i7 6700 500gb 8gb w7 10 laptop,hewlett packard,v2w05ut#aba",hp, intel core i7,2,intel,windows 7 professional,8 gb,intel hd graphics,500 gb,15.6,1920,1080,8.2
5204,"hp v2w06ut#aba commercial specialty zbk3 15"" i7 6700 1t 8gb w7 10 laptop,hewlett packard,v2w06ut#aba",hp, intel core i7,2,intel,windows 7 professional,8 gb,gddr5,1 tb,15.6,1920,1080,8.4
5205,"hp v2w07ut#aba commercial specialty zbk3 15"" i7 6700 256gb 8gb w7 10 laptop,hewlett packard,v2w07ut#aba",hp, core i7-5500u,2,intel,windows 7 professional,8 gb,gddr5,,15.6,1920,1080,7
5206,"hp v2w08ut#aba commercial specialty zbk3 15"" i7 6700 256gb 8gb w7 10 laptop,hewlett packard,v2w08ut#aba",hp, intel core i7,2,intel,windows 7 professional,8 gb,gddr5,256 gb,15.6,,,8.8
5207,"hp business chromebook v2w29ut 11.6 cb 11g4ee n2840 2g 16g,hewlett packard,v2w29ut#aba",hp, intel celeron,2.58,intel,chrome,2 gb,intel hd graphics integrated,16 gb,11.6,1366,768,4.4
5208,"hp business chromebook v2w30ut#aba 11.6 cb 11g4ee n2840 4g 16g,hp,v2w30ut#aba",hp, intel celeron,2.16,intel,chrome,4 gb,intel hd graphics integrated,16 gb,11.6,1366,768,4.4
5209,"hp stream 2016 model 11.6-inch hd laptop premium high performance | intel dual-core | 2gb ram | 32gb ssd | 1 year office 365 | bluetooth | wifi | windows 10 (purple),hp,l9j83ut#abc",hp, intel celeron,1.6,intel,windows 10,2 gb,integrated_graphics,32 gb,11.6,1366,768,2.6
5210,"hp stream 2016 model 11.6-inch hd laptop premium high performance | intel dual-core | 2gb ram | 32gb ssd | 1 year office 365 | bluetooth | wifi | windows 10 (blue),hp,l9j82ut#abc",hp, intel celeron,1.6,intel,windows 10,2 gb,integrated_graphics,32 gb,11.6,1366,768,2.6
5211,"asus x751sa-ds21q intel quad core 8gb 1tb hdd dvdrw 17.3"" windows 10 laptop,asus,x751sa-ds21q",asus, intel celeron,1.6,intel,windows 10,8 gb,intel hd graphics,1 tb,17.3,1600,900,9.3
5212,"new gaming dell xps 15 non touch 15.6"" full hd (1920 x 1080) 6th gen intel skylake core i7-6700hq (up to 3.5 ghz) 16gb memory 512gb ssd bluetooth 4.1 nvidia geforce gtx 960m 2gb windows 10 home,dell computers",xps 15, intel core i7,3.5,i7-6700hq,windows 10 home,16 gb,geforce gtx 960m,512 gb,15.6,,,3.9
5213,"acer aspire switch 11 v 11.6"" sw5-173-648z intel m 5y10c 4gb ram 128gb ssd windows 10 home led backlit ips hd (1366 x 768) display,acer,sw5-173-648z",acer,,,intel,windows 10,4 gb,integrated_graphics,128 gb,11.6,,,3.2
5214,"newest hp pavilion 17 premium high performance laptop pc, 17.3-inch hd+ display (1600 x 900), intel core i5 processor, 4gb ddr3l ram, 1tb hdd, supermulti dvd burner, hdmi, wifi, windows 10,hp,pavilion 17",hp, intel core i5,1.7,intel,windows 10,4 gb,integrated_graphics,1 tb,17.3,1600,900,6.2
5215,"toshiba satellite l55-c5183 l55-c/5183 15.6"" laptop (silver),toshiba america information systems,l55-c/5183",toshiba, intel core i5,2.3,intel,windows 10,8 gb,mobile intel hd graphics,256 gb,15.6,,,4.8
5216,"lenovo laptop z51 intel core i5 5200u (2.20 ghz) 4 gb memory 1 tb hdd amd radeon r7 m360 15.6"" windows 10 home,lenovo,:190151747173",lenovo, intel core i5,2.2,intel,windows 10,4 gb,,1 tb,15.6,,,6.8
5217,"ideapad 300 i5/2.3 2c 15.6 4gb,lenovo,g50",lenovo,,,,,,integrated_graphics,,15.6,1366,768,8.8
5218,"dell laptop latitude e6530 15.6"" i5 3340m 8gb ram 256gb ssd windows 7,dell computers",dell, 8032,2.7,intel,windows 7,8 gb,integrated_graphics,256 gb,15.6,,,
5219,"2016 newest asus 15.6-inch high performance laptop, intel dual-core celeron n3050 processor, 4gb memory, 500gb hard drive, dvd/cd burner, hdmi, wifi, webcam, windows 10, black,asus,x553sa",asus, intel celeron,2.16,intel,windows 10,4 gb,integrated_graphics,500 gb,15.6,,,6
5220,"dell alienware 15 r2 intel core i7-6700hq x4 2.6ghz 8gb 1tb 15.6'' win10 (black),dell computers,alienware 15 r2",alienware,,2.6,intel,windows 10,8 gb,nvidia geforce gtx 970m,1000 gb,15.6,,,7.1
5221,"dell xps 15-9550 15.6-inch laptop (intel core i5-6300hq x4 2.3ghz 8gb 1tb windows 10 home)black,dell computers,15-9550",dell, intel core i5,2.3,,windows 10,8 gb,intel hd graphics 530,1000 gb,15.6,,,4.5
5222,"2016 newest toshiba satellite s55 flagship high performance 15.6"" laptop- intel core i7-5500u processor, 12gb ram, 1tb hard drive, dvd+/-rw, trubrite led, bluetooth, webcam, wifi, windows 10, silver,toshiba-i7-laptop-pc,satellite s55",toshiba, intel core i7,2.4,intel,windows 10,12 gb,integrated_graphics,1 tb,15.6,1366,768,4.8
5223,"dell inspiron 15.6-inch fhd 1080p touchscreen laptop (intel core i5 processor, 8gb ram, 1tb hdd, dvd, bluetooth, hdmi, 802.11ac, backlit keyboard, windows 10),dell laptop,:744947917662",,,,,,,,,,,,
5224,"tascam us-4x4 usb audio interface. with 2 year extended warranty.,4x4,:641361339981",tascam, athlon 2650e,1,amd,all windows server versions 2000,1 gb,,1 gb,,,,
5225,"acer aspire switch 10 nt.l6laa.004;sw5-012p-19kd 10.1"" atom z3735f laptop,acer,nt.l6laa.004;sw5-012p-19kd",acer, atom z3735f,1.33,intel,windows 10,2 gb,integrated_graphics,64 gb,10.1,1280,800,2.6
5226,"behringer eurolive b115d. with free xlr cable.,eurolive b115d",behringer, athlon 2650e,1,amd,all windows server versions 2000,1 gb,,1 gb,,,,60
5227,"behringer eurolive b115d (pair) with speaker stand + 2 xlr cables.,eurolive b115d",behringer, athlon 2650e,1,amd,all windows server versions 2000,1 gb,,1 gb,,,,120
5228,"newest hp pavilion touchscreen 15.6 inch performance laptop, intel core i5-5200u processor, 12gb ram, 1tb hdd, webcam,wifi,bluetooth, media card reader, dvd, hdmi, windows 10,hp,t0d93ua#aba",hp, intel core i5,2.2,intel,windows 10,12 gb,integrated_graphics,1 tb,15.6,,,2.9
5229,"hp elitebook mobile workstation 8560w, intel core i7-2630qm 2.0ghz, 16gb ddr3, 500gb hd, ati firepro m5950, windows 10 pro,elitebook",elitebook, intel core i7,2,intel,windows 10 pro,16 gb,firepro m5950,500 gb,15.6,,,12
5230,"toshiba chromebook 2 - 13.3 inch display, intel celeron, 2gb ram, 16gb ssd (cb35-b3330) (certified refurbished),toshiba",toshiba, intel celeron,2.16,intel,chrome os,16 gb,integrated_graphics,2 gb,13.3,,,4.5
5231,"thinkpad yoga  11e  11.6-inch touchscreen convertible laptop (intel quad core processor,4gb ram, 128gb  ssd, windows 10 pro),lenovo,11e",thinkpad yoga, intel celeron,1.86,intel,windows 10 professional,4 gb,intel hd graphics,128 gb,11.6,1366,768,3.3
5232,"lenovo ideapad 500 15.6"" inch full hd led laptop notebook amd a10-series quad core processor 16gb ddr3l memory 1tb hard drive ati radeon graphics wireless bluetooth 4.0 usb 3.0 hdmi webcam windows 10,lenovo",lenovo, amd a series,1.8,amd,windows 10,16 gb,,1 tb,15.6,,,5.1
5233,"acer aspire 15.6"" touch screen laptop e5-571p-30qr: intel core i3-5005u, 4gb ram, 500gb hd, dvd-rw, windows 8.1 64-bit,acer,e5-571p-30qr",acer, intel core i3,2,intel,windows 8.1,4 gb,intel hd graphics 5500,500 gb,15.6,1366,768,7.5
5234,"2016 newest lenovo premium 15.6"" laptop (amd dual-core 1.4 ghz cpu, 4gb ram, 500gb hard drive, led backlit display, dvd, 802.11 b/g/n wifi, bluetooth, webcam, usb 3.0, 1.0"" thin, windows 10),lenovo,lenovo g50",g50, amd e series,1.4,amd,windows 10 home,4 gb,amd radeon r5 graphics,500 gb,15.6,1366,768,5
5235,"2016 newest hp premium high performance 15.6-inch hd touchscreen laptop (amd a8-7410 quad-core 2.2ghz, 4gb ddr3l, 1tb hdd, dvd rw, webcam, wifi, hdmi, windows 10 ) - black,hp-15,hp 15",hp, a8-7410,2.2,amd,windows 10 home,4 gb,radeon r5,1000 gb,15.6,1366,768,4.7
5236,"2016 newest lenovo thinkpad yoga 11.6-inch touch ultrabook (intel quad-core up to 2.25ghz, 4gb ram, 128gb ssd, multitouch hd led display, 802.11 ac wifi, bluetooth, webcam, usb 3.0, windows 10 pro),thinkpad yoga,yoga 11e",thinkpad yoga, intel celeron,1.86,intel,windows 10 professional,4 gb,intel hd graphics,128 gb,11.6,1366,768,3.3
5237,"microsoft surface pro 4 - education bundle - tablet - - core i7 6650u / 2.2 ghz - w10 pro 16gb 512gb wi-fi u3m-00001,microsoft,u3m-00001",microsoft,,,,,,intel iris graphics,,,,,5.2
5238,"microsoft surface book tablet pc - 13.5"" - pixelsense - intel core i5 - silver w45-00001,microsoft,w45-00001",microsoft,,,,,,,,13.5,,,7.7
5239,"hp 15-f233wm 15-series notebook, intel n3050 dual-core 1.66ghz, 4gb ddr3, 500gb sata, 802.11n, win10, black, 15.6"",hp,4362916",hp, intel celeron,1.6,intel,windows 10,4 gb,intel hd graphics,500 gb,15.6,,,5
5240,"asus vivobook e403sa-us21 14-inch full hd laptop (intel quad-core n3700 processor, 4 gb ddr3 ram, 128gb emmc storage, windows 10 home os) metallic gray,asus computers,e403sa-us21",asus, pentium n3700,2.4,intel,windows 10,4 gb,intel hd graphics integrated,128 gb,14,1920,1080,3.3
5241,"acer aspire e 15, 15.6""hd, intel core i5-6200u, 4gb ddr3l, 1tb hdd, windows 10, e5-574-53qs,acer,e5-574-53qs",acer, intel core i5,2.3,intel,windows 10,4 gb,intel hd graphics 520,1 tb,15.6,,,5.3
5242,"hp envy laptop, hd touchscreen display, intel core i5-5200u 2.2ghz, 6gb ddr3, 1tb sata, 802.11ac, bluetooth, win10, 15.6"",hp,t0u83uar#aba",hp,,,,,,integrated_graphics,,15.6,,,6.5
5243,"dell xps 15 - 9550 i7 6700hq 3.5ghz 16gb 2133mhz 4k 3840x2160 touch 512gb ssd oc0001,dell computers,xps 15 - 9550",dell, intel core i7,3.5,intel skylake core i7-6700hq,windows 10 home,16 gb,geforce gtx 960m,512 gb,15.6,3840,2160,3.9
5244,"hp business v1p92ut 1040 g3 i5 6300u 14 16gb 256gb,hewlett packard,v1p92ut#aba",hp, intel core i5,2.4,intel,windows 7 professional,16 gb,shared,256 gb,14,,,7
5245,"hp v1q00ut#aba commercial specialty zbk3 17"" i7 6700 500gb 8gb w7 10 laptop,hewlett packard,v1q00ut#aba",hp, intel core i7,1.8,intel,windows 7 professional,8 gb,intel hd graphics 530,500 gb,17.3,1600,900,11.4
5246,"hp v1q07ut#aba commercial specialty zbk3 17"" i7 6820 1t 16gb w7 10 laptop,hewlett packard,v1q07ut#aba",hp, intel core i7,1.8,intel,windows 7 professional,16 gb,gddr5,16 gb,17.3,1920,1080,11.9
5247,"hp v1q08ut#aba commercial specialty zbk3 17"" e3 1535 1t 16gb w7 10 laptop,hewlett packard,v1q08ut#aba",hp, intel core i7,1.8,intel,windows 7 professional,16 gb,gddr5,512 gb,17.3,1920,1080,11.9
5248,"hp v2w11ut#aba commercial specialty zbk3 15"" i7 6700 512gb 16gb w7 10 laptop,hewlett packard,v2w11ut#aba",hp, intel core i7,2,intel,windows 7 professional,16 gb,gddr5,512 gb,15.6,1920,1080,9.3
5249,"hp v2w12ut#aba commercial specialty zbk3 15"" i7 6820 512gb 16gb w7 10 laptop,hewlett packard,v2w12ut#aba",hp, intel core i7,2,intel,windows 7 professional,16 gb,gddr5,512 gb,15.6,,,8.8
5250,"hp v2w13ut#aba commercial specialty zbk3 15"" e3 1505 512gb 16gb w7 10 laptop,hewlett packard,v2w13ut#aba",hp, intel core i5,2,intel,windows 7 professional,16 gb,gddr5,512 gb,15.6,,,8.6
5251,"hp business v2w22ut 1040 g3 i7 6600u 14 16gb 512gb,hewlett packard,v2w22ut#aba",hp, intel core i7,2.6,intel,windows 7 professional,16 gb,intel hd graphics 520,512 gb,14,,,5
