ID,Title,Brand,Processor Name,Processor Speed (GHz),Processor Brand,Operating System,RAM,Graphics Card,Storage (GB),Screen Size (inch),Screen Resolution - Height,Screen Resolution - Width,Weight (lb)
9382,"acer 15.6"" laptop intel core i3-7100u dual-core 2.4ghz 4gb ram 1tb hdd win10home(certified refurbished),acer,e5-575-33bm",acer,,2.4,intel,windows 10 home,4 gb,,1 gb,15.6,,,5.3
9383,"2017 newest acer premium 15.6-inch full hd (1920 x 1080) laptop (6th intel core i5 6200u 2.3ghz, 8gb ddr4 ram, 1tb hdd, nvidia geforce 940mx gddr5 2gb, bluetooth, hdmi, 802.11ac, hd webcam-windows 10),acer,acer aspire",acer, intel core i5,2.3,intel core i5 6200u,windows 10,8 gb,,1 tb,15.6,,,5.3
9384,"2017 newest dell inspiron 13.3"" full hd (1980x1080) ips touchscreen 2-in-1 laptop, 7th generation intel core i5-7200u, 8gb ddr4, 1 tb hdd, webcam, wifi, bluetooth, hdmi, windows 10 home,dell computers",dell, intel core i5,2.5,intel,windows 10,8 gb,integrated_graphics,1000 gb,13.3,,,3.4
9385,"2017 newest lenovo thinkpad 13"" 1366x768 chromebook, integrated intel hd graphics 510, celeron 3855u dual-core 1.6ghz, 4gb ram, 16gb emmc, 802.11ac, bluetooth, usb-c, hd webcam, chrome os,lenovo-thinkpad-13-celeron 3855u-4gb ram-16gb emmc,lenovo-thinkpad-13-celeron-4gb ram-16gb",lenovo-thinkpad-13-celeron 3855u-4gb ram-16gb emmc, intel celeron,1.6,intel,windows 10,4 gb,integrated_graphics,16 gb,13,,,5
9386,"2017 newest dell inspiron 15.6"" fhd touchscreen signature laptop, intel core i5-6200u, 8 gb ram, 1 tb hdd, dvd, backlit keyboard, hdmi, bluetooth, 802.11ac, realsense 3d webcam, win10-maxxaudio pro,dell computers,dell inspiron 15",dell, intel core i5,2.3,intel core i5-6200u,windows 10,8 gb,integrated_graphics,1 tb,15.6,1920,1080,5.4
9387,"2017 newest lenovo 15.6 inch premium hd laptop, latest intel core i7-7500u 2.7 ghz, 12 gb ddr4 ram, 1 tb hdd, supermulti dvd, vga, hdmi, bluetooth, 802.11ac, hd webcam, windows10-black,lenovo,lenovo ideapad",lenov0, intel core i7,2.7,intel core i7-7500u,windows 10,12 gb,integrated_graphics,1 tb,15.6,,,4.9
9388,"2017 newest dell inspiron 5000 touchscreen 15.6"" fhd laptop 6th intel core i5-6200u up to 2.8ghz 8 gb ram 1 tb hdd dvd backlit keyboard hdmi bluetooth 802.11ac realsense 3d webcam windows 10,dell computers",dell, intel core i5,2.8,intel,windows 10,8 gb,integrated_graphics,1 tb,15.6,,,5.1
9389,"asus eeebook e402sa-ub03-bl 14"" premium full hd laptop pc, intel dual-core processor, 4gb ram, 32gb ssd, hdmi, vga, bluetooth, sd card reader, wifi, windows 10, dark blue,asus,e402sa-ub03-bl",asus, intel celeron d,1.6,intel,windows 10,4 gb,,32 gb,14,1920,1080,3.2
9390,"hp 15-ay196nr 15.6-inch hd sva wled-backlit touch screen laptop (intel core i7-7500u 2.7 ghz, 8 gb ddr4 ram, 1 tb 5400 rpm sata hdd, windows 10 home 64), silver,hp,15-ay196nr",hp, intel core 2 duo,2.7,intel,windows 10,8 gb,,1 tb,15.6,1366,768,4.7
9391,"2017 newest hp premium high performance 15.6 inch business laptop amd a10-9600p apu quad-core processor 8gb memory 1tb hard drive hd webcam dvd hdmi webcam 802.11ac bluetooth window 10-red,hp",hp, amd a series,2.4,amd,windows 10,8 gb,radeon,1 tb,15.6,,,6.2
9392,"dell inspiron 13 series 13.3-inch full hd touchscreen laptop - intel core i7-7500u, 2tb ssd, 16gb ddr4 memory, windows 10,dell computers,dell inspiron i5378",dell, intel core i7,2.7,intel,windows 10,16 gb,integrated_graphics,2 tb,13.3,1920,1080,3.7
9393,"dell inspiron 13 series 13.3-inch full hd touchscreen laptop - intel core i7-7500u, 1tb hard drive, 32gb ddr4 memory, windows 10,dell computers,dell inspiron i5378",dell, intel core i7,2.3,intel,windows 10,32 gb,integrated_graphics,1 tb,13.3,1920,1080,3.7
9394,"2017 newest dell inspiron 13.3” full hd 2-in-1 touchscreen premium flagship laptop, intel core i5-7200u 2.5 ghz, 8gb ddr4, 1tb hdd, 802.11ac, bluetooth, hdmi, 2 x usb 3.0, win 10- gray,dell computers,dell inspiron 2 in 1",dell, intel core i5,2.5,intel,windows 10,8 gb,integrated_graphics,1 tb,13.3,,,3.4
9395,"2017 newest hp 15.6” high performance premium hd laptop (intel quad core pentium n3710 processor up to 2.5 ghz, 8gb ram, 500gb hdd, supermulti dvd, wifi, hdmi, webcam, windows 10-silver),hp,hp notebook 15",hp, pentium,1.6,pentium n3710,windows 10,8 gb,integrated_graphics,500 gb,15.6,1360,768,4.5
9396,"hp 15.6” high performance premium hd laptop (2017 newest model) intel quad core pentium processor up to 2.5 ghz, 8gb ram, 500gb hdd, supermulti dvd, wifi, hdmi, webcam, windows 10-silver,hp,hp notebook 15",hp, pentium,1.6,pentium n3710,windows 10,8 gb,integrated_graphics,500 gb,15.6,,,4.5
9397,"gigabyte aero 14k-og4 (i7-6700hq, 16gb ram, 512gb sata ssd, nvidia gtx 965m 2gb, 14"" ips qhd, windows 10) gaming notebook – orange,gigabyte,aero 14k-og4",excaliberpc, intel core i7,2.6,intel,microsoft windows 10,16 gb,geforce gtx 965m,512 gb,14,2560,1440,4.2
9398,"2017 newest dell inspiron 15.6 inch hd premium laptop, intel core i3-5015u processor 2.1ghz, 8gb ram, 1tb hdd, hdmi, bluetooth, dvd burner, 802.11ac, hd webcam, maxxaudio, windows 10,dell computers,dell 15",dell, intel core i3,2.1,intel,windows 10,8 gb,integrated_graphics,1 tb,15.6,1366,768,4.8
9399,"hp pavilion 14’’ hd sva brightview display laptop pc (2017 new edition), intel core i5-6200u 2.3ghz, 12gb ddr4 sdram, 1tb hdd, backlit keyboard, hdmi, bluetooth, b&o play, windows 10-silver,hp,hp pavilion 14",hp, intel core i5,2.3,intel,windows 10,12 gb,integrated_graphics,1 tb,14,1366,768,3.5
9400,"2017 newest flagship model hp pavilion 15.6"" premium performance hd wled-backlit laptop, intel quad-core pentium, 8gb ram, 500gb hdd, windows 10,hp,hp 15.6",hp, pentium,1.6,intel,windows 10,8 gb,integrated_graphics,500 gb,15.6,,,5.4
9401,"2017 newest dell inspiron 3000 15.6 inch hd truelife led-backlit laptop, intel core i3-5015u 2.1ghz, 4gb ram, 1tb hdd, hdmi, bluetooth, 802.11ac, webcam, maxxaudio, no dvd, windows 10,dell computers,inspiron 3000",dell, intel core i3,2.3,intel,windows 10,4 gb,integrated_graphics,1 tb,15.6,1366,768,4.9
9402,"hp elitebook 8560w workstation 15.6” laptop, intel core i5 2.60ghz, 8gb ddr3, 320gb hdd, win-10 x64,hp",elitebook, core i5-2540m,2.6,intel,windows 10 pro,8 gb,quadro 1000m,320 gb,15.6,1920,1080,
9403,"2017 new edition hp 15.6’’ touchscreen hd sva (1366x768) laptop pc, intel core i5-7200u 2.5ghz processor, 12gb ddr4 sdram, 1tb hdd, dts studio sound, supermulti dvd burner, windows 10-turbo silver,hp,hp-15.6-i5",hp, intel core i5,2.5,intel,windows 10,12 gb,integrated_graphics,1 tb,15.6,1366,768,6.4
9404,"hp probook 450 g3 15.6 inch fhd business laptop pc(intel i7-6500u, 32gb ram, 512gb ssd, 15.6 inch fhd 1920 x 1080 display, supermulti dvd, bluetooth, webcam, win 7 pro),me2,hp probook 450 g3",,,,,,,,,,,,
9405,"newest hp envy 15t high performance laptop pc with full hd touchscreen ( intel i7 processor, 32gb ram, 2tb ssd, 15.6 inch fhd (1920 x 1080) touchscreen, windows 10),hp,hp envy 15t fhd touch",,,,,,,,,,,,
9406,"dell latitude e6430 core i5 3340m 2.7ghz 8gb 500gb nvidia 14.1"" win 7,dell computers,n/a",dell, intel core i5,2.7,intel,windows 7 professional 64bit,8 gb,nvidia nvs 5200m,500 gb,14.1,,,10.4
9407,"2017 newest lenovo flex 4 convertible 2-in-1 laptop / tablet 14"" fhd touchscreen display, intel core i7-6500u, 16gb ram, 256gb ssd, amd radeon r5 m430, backlit keyborad, bluetooth, webcam, windows 10,lenovo,14",lenovo, intel core i7,2.5,intel,windows 10,16 gb,,256 gb,14,1920,1080,3.8
9408,"hp elitebook 8570w 15.6” workstation laptop, intel core i7 2.60ghz, 8gb ddr3, 128gb ssd, win-7 pro full hd 1920x1080,hp",hp, intel core i7,2.6,intel,windows 7 professional,8 gb,quadro k1000m,128 gb,15.6,1920,1080,
9409,"dell latitude 13 refurbished laptop core 2 duo 4gb ram 160gb hdd windows 7 pro,dell latitude 13 refurbished laptop core 2 duo 4gb ram 160gb hdd windows 7 pro,13 p08s",dell, intel core 2 duo,1.3,intel,windows 7 pro 64-bit,4 gb,,160 gb,13.3,,,8
9410,"acer aspire es1-531-c1gf intel celeron 1.6ghz 4gb ram 500gb dvd win10home (certified refurbished),acer,n3060",acer, celeron n3060,1.6,intel,,4 gb,,500 gb,15.6,,,5.3
9411,"y700-14isk i7/2.6 14 16gb 256g,lenovo,80nu002aus",,,,,,,,,,,,
9412,"17.3"" amd a8 7410 12gb gld,dell computers",,,,,,,,,,,,
9413,"dell latitude 6430u 14"" hd display laptop computer, intel core i7 2.0ghz, 8gb memory, 256gb solid state drive, hdmi, vga, webcam, gigabit ethernet, wifi, windows 7 professional (certified refurbishd),dell computers",dell, intel core i7,2,intel,windows 7 professional,8 gb,integrated_graphics,256 gb,14,1366,768,3.7
9414,"2017 newest dell inspiron 5000 backlit keyboard flagship premium 15.6"" full hd 1920 x 1080 touchscreen laptop pc| intel core i5-6200u dual-core| 12gb ram| 1tb hdd| lan (10/100)| dvd +/- rw| windows 10,dell computers",dell, intel core i5,2.3,intel,windows 10,12 gb,integrated_graphics,1 tb,15.6,,,5.4
9415,"2017 newest dell inspiron 15.6"" full hd flagship laptop, intel core i7-7500u 2.7ghz, 8gb ddr4 ram, 1tb hdd, amd radeon r7 m445 4gb, dvd+/-rw, hdmi, maxxaudio pro, wifi, bluetooth, windows 10,dell computers,inspiron 5000",dell, intel core i7,2.7,intel,windows 10,8 gb,,1 tb,15.6,1920,1080,5.2
9416,"alienware aw17r4-7352slv-pus 17"" qhd laptop (7th generation intel core i7, 32gb ram, 256ssd + 1tb hdd, silver) vr ready with nvidia gtx 1080,dell marketing usa, lp,aw17r4-7352slv-pus",alienware,,4.4,intel,windows 10 home 64-bit english,32 gb,nvidia gtx 1080,1000 gb,17.3,,,9.7
9417,"pcie lenovo thinkpad t460s business windows 10 pro laptop - intel core i7-6600u, 20gb ram, 256gb nvme ssd, 14"" ips fhd (1920x1080) matte display, fingerprint reader, backlit keyboard, ac wifi,lenovo",lenovo, intel core i7,3.4,intel,windows 10 pro,20 gb,intel hd graphics 520,256 gb,14,1920,1080,3.8
9418,"2017 msi gt73vr titan pro 4k-479 17.3"" 4k display extreme gaming laptop core i7-7820hk gtx 1080 16gb 256gb nvme ssd + 1tb vr ready,msi computer,gt73vr titan pro 4k-479",msi, intel core i7,2.9,intel,windows 10,16 gb,,1024 gb,17.3,,,8.6
9419,"2017 msi gp72vr leopard pro-281 17.3"" 120hz 5ms display performance gaming laptop core i7-7700hq gtx 1060 16gb 1tb vr ready,msi computer,gp72vr leopard pro-281",msi, intel core i7,2.8,intel,windows 10,3 gb,,1000 gb,17.3,,,10.9
9420,"2017 msi gs43vr phantom pro-069 14"" ultra portable gaming laptop intel core i7-7700hq gtx 1060 16gb 128gb ssd + 1tb vr ready,msi computer,gs43vr phantom pro-069",msi, intel core i7,2.8,intel,windows 10,16 gb,,1024 gb,14,,,3.8
9421,"hp stream laptop purple 11-y020nr (celeron n3060, 4gb ram, 32gb emmc) certified refurbished,hp stream",, intel celeron,1.6,intel,windows 10,4 gb,,32 gb,11,,,
9422,"2017 newest premium dell 17.3"" full hd laptop pc 7th generation intel dual-core i7-7500u processor 16gb ddr4 ram 2tb hdd super-dvd backlit-keyboard hdmi bluetooth 802.11ac wifi webcam windows 10-gray,dell computers",dell, intel core i7,2.7,intel,windows 10,16 gb,,2 tb,17.3,,,7.4
9423,"dell latitude e6410 laptop - intel core i5 2.67ghz - 4gb ddr3 - 250gb sata hdd - dvdrw - windows 10 home 64bit - (certified refurbished),dell computers,e6410",dell, intel core i5,2.67,intel,windows 10,4 gb,,250 gb,14.1,,,4.6
9424,"2017 newest lenovo 2-in-1 15.6 inch full hd (1920x1080) touchscreen laptop, intel core i7-6500u 2.5ghz, 8gb ram, 256gb ssd, nvidia geforce 940m, 802.11ac, bluetooth, hdmi, webcam, windows 10,lenovo,lenovo i7 2 in 1 15 inch",lenovo, intel core i7,2.5,intel core i7-6500u,windows 10,8 gb,geforce,256 gb,15.6,,,4.6
9425,"hp 17-x102ds intel core i3-7100, 8gb ddr4, 2tb hdd, 17.3” touchscreen laptop (certified refurbished),hp,17-x102ds",hp, intel core i3,2.4,intel,windows 10,8 gb,integrated_graphics,2 tb,17.3,1600,900,6
9426,"hp touchscreen laptop (2017 model), 15.6"" hd display (1366x768), intel dual core newest i3 processor, 8gb memeory, 1000 gb hdd, dvd/rw, wifi, bluetooth, hdmi, windows 10 home, black,hp",hp, intel core i3,2.4,intel,windows 10,8 gb,integrated_graphics,1000 gb,15.6,,,4.6
9427,"2017 newest nextbook flexx 8.9"" 2-in-1 ips tablet pc, intel atom z3735g quad-core processor, 1gb ram, 32gb ssd hdd, detachable keyboard, webcam, windows 10,nextbook,flexx 9",nextbook, intel atom,1.33,intel,windows 10,1 gb,integrated_graphics,32 gb,8.9,1280,800,2
9428,"2017 newest hp pavilion 17 premium high performance laptop 17.3-inch hd+ display (1600 x 900) intel i3-5005u dual-core processor 6gb ddr3l ram 1tb hdd,dvd, hdmi, bluetooth, 802.11ac windows 10-silver,hp,hp pavilion 17",hp, core i3-2330m,2,intel,windowes 10,6 gb,integrated_graphics,1 tb,17.3,,,6.3
9429,"acer aspire 15.6"" core i7-7500u dual-core 2.7 ghz 16gb ram 256gb ssd windows 10h (certified refurbished),acer,f5-573g-74ng",acer, core i7 7500u,2.7,intel,windows 10 home,16 gb,,256 gb,15.6,,,5.3
9430,"cuk msi gl62 (i7-7700hq, 16gb ram, intel nvme 256gb ssd + 1tb hdd, nvidia geforce gtx 960m 2gb, 15.6"" full hd, windows 10) - gaming notebook computer,msi computer",computer upgrade king, intel core i7,2.8,intel,windows 10 x64-bit,16 gb,nvidia geforce gtx 960m,1256 gb,15.6,1920,1080,5.3
9431,"lenovo ideapad z70 laptop - windows 10 pro - intel core i7-5500u, nvidia geforce 840m, 8gb ram, 1tb hard disk drive, 17.3"" fhd (1920x1080) display, black color,lenovo",lenovo, intel core i7,3,intel,windows 10 pro,8 gb,geforce,,17.3,1920,1080,6.6
9432,"2017 newest asus 17.3"" fhd wled-backlit laptop pc, intel i5-6200u processor up to 2.8ghz, 12gb ddr4, 1tb hdd, nvidia geforce gtx 950m, dvdrw, webcam, wifi, bluetooth, hdmi, usb 3.0, windows 10,asus,x756",asus, intel core i5,2.3,intel,windows 10,12 gb,geforce gtx 950m,1 tb,17.3,1920,1080,6
9433,"lgi newest 2017 hp omen 17 kaby lake(intel i7-7700hq, 1tb + 512gb nvme ssd, 16gb ram, 17.3"" uhd 4k, nvidia geforce gtx 4gb gddr5, ac bluetooth, windows 10) - 17.3"" ultra hd gaming notebook pc computer,hp",hp, intel core i7,2.8,intel,windows 10,16 gb,geforce gtx,1512 gb,17.3,3840,2160,6.3
9434,"2017 newest lenovo premium built high performance 15.6 inch hd laptop, intel celeron processor, 4gb ram, 500gb hdd, dvd rw, bluetooth, webcam, wifi, hdmi, windows 10, black,lenovo-celeron-laptop,lenovo celeron n3060",,,,,,,,,,,,
9435,"hp 14-an012nr notebook pc - amd e2-7110 1.8ghz 4gb 32gb no optical windows 10 home (certified refurbished),hp,w2m55ua",hp, amd e series,1.8,amd,windows 10,4 gb,,32 gb,14,,,
9436,"2017 newest hp 17.3-inch hd+ display (1600 x 900) premium laptop, 7th intel i5-7200u dual-core processor, 6gb ddr4 ram, 1tb hdd, dvd+/-rw, intel hd graphics 620, wifi, webcam, hdmi, windows 10,hp,hp 17",hp-i56gb1tbhd+dvd, intel core i5,2.5,intel i5-7200u,windows 10,6 gb,integrated_graphics,1 tb,17.3,,,5.8
9437,"2017 newest lenovo 17.3"" hd+ premium laptop, intel core i5-7200u 2.50ghz processor, 8gb ddr4 ram, 1tb hdd, intel hd graphics 620, dvd-rw, hdmi, bluetooth, 802.11ac, webcam, win 10,lenovo",lenovo, intel core 2 duo,2.5,intel,windows 10,8 gb,integrated_graphics,1 tb,17.3,,,3.4
9438,"newest lenovo flex 3 2-in-1 touchscreen 15.6"" full hd laptop (intel core i7-6500u, 2.5 ghz, 8 g,b ram, 128 gb ssd, bluetooth, hdmi, webcam, 802.11ac, backlit keyboard, windows 10),lenovo_flex",lenovo_flex, intel core duo,2.5,intel,windows 10,8 gb,integrated_graphics,128 gb,15.6,,,4.6
9439,"2017 newest dell - inspiron 15.6"" touch-screen laptop - intel core i5 - 8gb memory - 1tb hard drive windows 10 64-bit operating system intel hd graphics 5500 maxxaudio dvd-rw black,dell computers",dell, core i5-750,2.2,intel,windows 10,8 gb,integrated_graphics,1 tb,15.6,,,7.1
9440,"lenovo thinkpad x1 carbon ultrabook core i5 3427u 1.8ghz 4gb 240gb ssd 14"" win 7,ibm,34442du",ibm, intel core i5,1.8,intel,windows 7 professional 64bit,4 gb,intel hd graphics 4000,240 gb,14,,,7.3
9441,"2017 newest hp pavilion 15.6"" touchscreen hd laptop pc, intel core i7-7500u, 16gb ram, 1tb hdd, nvidia geforce 940mx graphics, hdmi, bluetooth, dvd +/- rw, backlit keyboard, b&o play, windows 10,hp,hp pavilion 15",hp, intel core i7,2.7,intel,windows 10,16 gb,geforce,1 tb,15.6,,,4.5
9442,"dell precision 15 5000 m5510 15.6"" [in-plane switching [ips] technology] mobile workstation - intel core i7 [6th gen] i7-6820hq quad-core [4 core] 2.70 ghz - 8 gb ddr4 sdram ram - 512 gb ssd - (mggh3),dell product",,,,intel,,8 gb,,,15.6,,,
9443,"newest hp pavilion 15t 15-au147cl touchscreen 15.6"" hd laptop (intel core i7-7500u, 2.70ghz, 16 gb ddr4 memory, 1 tb hdd, nvidia geforce 940mx 4gb, hd webcam, dvd-rw, hdmi, backlit keyboard),hp,x7u96ua",hp, intel core duo,2.7,intel,windows 10,16 gb,,1 tb,15.6,,,4.4
9444,"hp envy x360 convertible 2-in-1 full hd ips 15.6-inch touchscreen laptop (intel core i7-7500u, 2.7ghz, 12gb ram, 1tb hdd, backlit keyboard, hdmi, bluetooth,802.11ac, windows 10),hp,x0s32ua",hp, intel core duo,2.7,intel,windows 10,12 gb,integrated_graphics,1 tb,15.6,,,4.9
9445,"2016 newest dell inspiron 13.3” full hd 2-in-1 touchscreen premium flagship laptop, i5-7200u, 8gb ddr4, 1tb hdd, 802.11ac, bluetooth, hdmi, win 10- gray,dell computers",dell, intel core i5,2.5,intel,windows 10,8 gb,integrated_graphics,1 tb,13.3,,,3.4
9446,"aero 14k-bk4 14"" notebook qhd ips 6th gen intel skylake i7-6700hq nvidia geforce gtx 965m gddr5 2gb vram ddr4 2133 8gx2 ram m.2 sata 512gb ssd win 10 slim and light gaming laptop computer (black),gigabyte,aero 14k-bk4",gigabyte, 8032,3.5,intel,windows 10,16 gb,,,14,,,4.2
9447,"p34kv5-sl3 14"" notebook fhd ips 6th gen intel skylake i7-6700hq nvidia geforce gtx 965m gddr5 2gb vram ddr4 2400 16gx1 ram m.2 sata 256gb ssd 1tb 7200rpm hdd win 10 slim and light gaming laptop,gigabyte,p34kv5-sl3",gigabyte, core i7 6700hq,3.5,intel,windows 10,16 gb,geforce gtx 965m,1024 gb,14,,,3.8
9448,"lenovo thinkpad t440s 14"" notebook pc - intel core i5-4300u 1.90ghz, 8gb ram, 240gb ssd windows 10 professional (certified refurbished) …,lenovo,thinkpad t440s",lenovo, intel core i5,1.9,intel,windows 10 professional,8 gb,,240 gb,14,1600,900,3.5
9449,"110-15ibr p/1.6 4c 15.6 4g 1tb,lenovo",,,,,,,,,,,,
9450,"newest dell inspiron 15.6"" 1920x1080 fhd skylake intel core i7-6500u, 12gb ram, 500gb ssd, dvd, backlit keyboard, realsense 3d webcam, bluetooth, maxxaudio pro wins10 truelife touchscreen laptop,ltechmarket,inspiron 15 series",dell, intel core i7,2.5,intel,windows 10,12 gb,integrated_graphics,500 gb,15.6,1920,1080,5.8
9451,"hp pavilion 15.6"" premium laptop computer (amd quad-core a10-8700p up to 3.2ghz, 8gb ram, 1tb hdd, dvdrw, usb 3.0, hdmi, bluetooth, hd webcam, wifi, rj-45, windows 10 home) (certified refurbished),hp",hp, amd a series,1.8,amd,windows 10,8 gb,radeon r6,1 tb,15.6,1366,768,4.9
9452,"acer 15.6"" laptop intel celeron 2957u dual-core 1.4ghz, 4gb ram, 500gb, win 7 pc (certified refurbished),acer,e5-531-c01e",acer,,1.4,intel,windows 7 home,4 gb,,500 gb,15.6,,,5.5
9453,"2017 newest hp pavilion x360 2-in-1 13.3"" touchscreen ips high performance laptop, intel core i3-6100u processor, 6gb ram, 500gb hdd, 8-hour battery life, 802.11ac, webcam, hdmi, no dvd, windows 10,hp,hp pavilion x360 13",hp, intel core i3,2.3,intel core i3-6100u,windows 10,6 gb,integrated_graphics,500 gb,13.3,,,3.7
9454,"super fast dell e6320, intel i5 2.5ghz, 4gb of ram, 128gb solid state hard drive, mini hdmi out port, windows 10,dell computers,e6320",latitude, core i5-2300,2.5,intel,windows 10,4 gb,,128 gb,,,,3.8
9455,"hp 15.6"" premium touchscreen notebook, intel dual-core i5-7200u upto 3.1ghz, 16gb ram, 240gb ssd, dvd-rw, webcam, wifi, bluetooth, hdmi, windows 10 professional 64bit,hp",hp, intel core i5,2.5,intel,windows 10 professional,16 gb,,240 gb,15.6,,,4.7
9456,"2017 newest lenovo ideapad 100s premium 11.6"" widescreen led laptop pc, intel atom, 2gb ram, 32gb emmc flash storage, wifi, bluetooth, hdmi, windows 10,lenovo,lenovo 100s",lenovo, intel atom,1.33,intel,windows 10,2 gb,integrated_graphics,32 gb,11.6,,,3.5
9457,"2017 newest asus 14 inch fhd (1920 x 1080) premium portable laptop, intel dual-core processor up to 2.48ghz, 4gb ram, 32gb emmc, hdmi, vga, webcam, bluetooth, wifi, windows 10,asus,asus 14",asus, intel celeron,1.6,intel n3060,windows 10,4 gb,integrated_graphics,32 gb,14,,,3.2
9458,"dell inspiron 17 5000 series 17.3-inch full hd touchscreen laptop - intel core i7-6500u, 1tb hdd, 32gb memory, r5 radeon 4gb graphics, windows 10,dell computers,dell inspiron i5759",dell, intel core i7,2.5,intel,windows 10,32 gb,radeon,1 tb,17.3,1920,1080,7.6
9459,"newest hp 15.6 inch fhd (1920x1080) ips high performance premium laptop pc (2017 model), intel i7-6500u 2.5ghz, 12gb ddr4 ram, 1tb hdd, bluetooth, dvd +/- rw, hdmi, webcam, wifi, windows 10,hp,hp pavilion 15",hp, intel core i7,2.5,intel i7-6500u,windows 10,12 gb,integrated_graphics,1 tb,15.6,,,4.7
9460,"2017 newest edition hp pavilion 17.3"" high performance hd+ led backlight laptop, intel core i5-7200u, 4gb ram, 1tb hdd, windows 10,hp,hp 17.3",hp, intel core i5,2.5,intel,windows 10,4 gb,integrated_graphics,1 tb,17.3,,,7.4
9461,"2017 newest premium business hp flagship probook 17.3-inch laptop (intel core i7-6500u, 8gb ram, 1tb hdd,dvd,windows 7 professional with windows 10 license),hp",hp, intel core i7,2.5,intel,windows 7 professional,8 gb,,1 tb,17.3,,,7
