Title,Price,Currency,Sold by Newegg,Rating,Brand,Model,Color,CPU Type,CPU Speed,Number of Cores,Screen Size,Resolution,Touchscreen,Operating System,GPU/VPU,Graphic Type,SSD,HDD,Memory,Battery,Battery Life,Dimensions (W x D x H),Weight
"Refurbished: Sony VAIO svt14113cxs Intel Core i3-3217U X2 1.8GHz 4GB 532GB 13.3"" Win8,Silver -",445.77,USD,no,,SONY,VAIO svt14113cxs,,,,Dual-core Processor,"13.3""",1366 x 768,No,Windows 8,,Integrated Card,,,4 GB,,Battery life up to 7 Hours,0.71x12.72x8.9,3.4 Pounds
"Dell XPS 13-9350 Intel Core i7-6560U X2 2.2GHz 16GB 512GB SSD 13.3"", Silver",1159.99,USD,no,,DELL,XPS 13-9350,,,,Dual-core Processor,"13.3""",3200 x 1800,Yes,Windows 10 Home,,Integrated Card,512 GB,,16 GB,,Battery life up to 15 Hours,0.6 x 11.98 x 7.88,2.6 Pounds
"Refurbished: Dell XPS 13-9360 Intel Core i7-7500U X2 2.7GHz 8GB 256GB SSD 13.3"", Silver -",989.99,USD,no,,DELL,XPS 13-9360,,,,Dual-core Processor,"13.3""",1920 x 1080,No,Windows 10 Pro,,Integrated Card,,,8 GB,,Battery life up to 13 Hours,0.6 x 11.98 x 7.88,2.9 Pounds
"Refurbished: Dell XPS 13-9360 Intel Core i5-7200U X2 2.5GHz 8GB 256GB SSD 13.3"", Gold -",949.99,USD,no,,DELL,XPS 13-9360,,,,Dual-core Processor,"13.3""",1920 x 1080,No,Windows 10 Home,,Integrated Card,,,8 GB,,Battery life up to 13 Hours,0.6 x 11.98 x 7.88,2.9 Pounds
"Refurbished: Dell XPS 13-9360 Intel Core i5-7200U X2 2.5GHz 8GB 256GB SSD 13.3"", Silver -",1029.99,USD,no,,DELL,XPS 13-9360,,,,Dual-core Processor,"13.3""",3200 x 1800,Yes,Windows 10 Home,,Integrated Card,,,8 GB,,Battery life up to 13 Hours,0.6 x 11.98 x 7.88,2.9 Pounds
"Refurbished: Dell XPS 13-9360 Intel Core i5-7200U X2 2.5GHz 8GB 256GB SSD 13.3"", Silver -",909.99,USD,no,,DELL,XPS 13-9360,,,,Dual-core Processor,"13.3""",1920 x 1080,No,Windows 10 Home,,Integrated Card,,,8 GB,,Battery life up to 13 Hours,0.6 x 11.98 x 7.88,2.9 Pounds
"Refurbished: Dell XPS 13-9360 Intel Core i5-7200U X2 3.1GHz 8GB 256GB SSD 13.3"", Silver -",929.99,USD,no,,DELL,XPS 13-9360,,,,Dual-core Processor,"13.3""",1920 x 1080,No,Windows 10 Pro,,Integrated Card,,,8 GB,,Battery life up to 13 Hours,0.6 x 11.98 x 7.88,2.9 Pounds
"Refurbished: Dell Latitude E7440 Intel Core i7-4600U X2 2.1GHz 8GB 256GB SSD 14"", Silver -",624.85,USD,no,,DELL,Latitude E7440,,,,Dual-core Processor,"14""",1920 x 1080,Yes,Windows 8.1 Pro,,Integrated Card,,,8 GB,,Battery life up to 4 Hours,.8 x 13.2 x 9.1,3.6 Pounds
"Refurbished: Dell XPS 13-9360 Intel Core i5-7200U X2 3.1GHz 8GB 256GB SSD 13.3"", Silver -",909.99,USD,no,,DELL,XPS 13-9360,,,,Dual-core Processor,"13.3""",1920 x 1080,No,Windows 10 Home,,Integrated Card,,,8 GB,,Battery life up to 13 Hours,0.6 x 11.98 x 7.88,2.9 Pounds
"Refurbished: Dell XPS 13-9360 Intel Core i5-7200U X2 2.5GHz 8GB 128GB SSD 13.3"", Silver -",879.99,USD,no,,DELL,XPS 13-9360,,,,Dual-core Processor,"13.3""",1920 x 1080,No,Windows 10 Home,,Integrated Card,,,8 GB,,Battery life up to 13 Hours,0.6 x 11.98 x 7.88,2.9 Pounds
"Refurbished: Dell XPS 13-9360 Intel Core i7-7500U X2 2.7GHz 8GB 256GB SSD 13.3"", Silver -",969.99,USD,no,,DELL,XPS 13-9360,,,,Dual-core Processor,"13.3""",1920 x 1080,No,Windows 10 Home,,Integrated Card,,,8 GB,,Battery life up to 13 Hours,0.6 x 11.98 x 7.88,2.9 Pounds
"Refurbished: Dell Latitude E7470 Intel Core i7-6600U X2 2.6GHz 16GB 256GB SSD 14"", Black -",999.99,USD,no,,DELL,Latitude E7470,,,,Dual-core Processor,"14""",2560 x 1440,No,Windows 10 Pro,,Integrated Card,,,16 GB,,Battery life up to 8 Hours,0.8 x 13.3 x 9.1,3.4 Pounds
"Refurbished: Dell Latitude E7470 Intel Core i7-6600U X2 2.6GHz 8GB 256GB SSD 14"", Black -",949.99,USD,no,,DELL,Latitude E7470,,,,Dual-core Processor,"14""",2560 x 1440,Yes,Windows 10 Pro,,Integrated Card,,,8 GB,,Battery life up to 8 Hours,0.8 x 13.3 x 9.1,3.4 Pounds
"Refurbished: Dell Latitude E7470 Intel Core i5-6300U X2 2.4GHz 4GB 256GB SSD 14"", Black -",649.99,USD,no,,DELL,Latitude E7470,,,,Dual-core Processor,"14""",1366 x 768,No,Windows 10 Pro,,Integrated Card,,,4 GB,,Battery life up to 8 Hours,0.8 x 13.3 x 9.1,3.4 Pounds
"Dell Latitude E7470 Intel Core i5-6300U X2 2.4GHz 8GB 128GB SSD 14"" Win10, Black -",719.99,USD,no,,DELL,Latitude E7470,,,,Dual-core Processor,"14""",1920 x 1080,No,Windows 10 Pro,,Integrated Card,,,8 GB,,Battery life up to 8 Hours,0.8 x 13.3 x 9.1,3.4 Pounds
"Refurbished: Dell Latitude E7470 Intel Core i5-6300U X2 2.4GHz 4GB 256GB SSD 14"", Black -",649.99,USD,no,,DELL,Latitude E7470,,,,Dual-core Processor,"14""",1366 x 768,No,Windows 10 Pro,,Integrated Card,,,4 GB,,Battery life up to 8 Hours,0.8 x 13.3 x 9.1,3.4 Pounds
"Refurbished: Dell Latitude E7470 Intel Core i7-6600U X2 2.6GHz 16GB 512GB SSD 14"", Black -",1059.99,USD,no,,DELL,Latitude E7470,,,,Dual-core Processor,"14""",2560 x 1440,Yes,Windows 10 Pro,,Integrated Card,,,16 GB,,Battery life up to 8 Hours,0.8 x 13.3 x 9.1,3.4 Pounds
"Refurbished: Dell Latitude E7450 Intel Core i5-5200U X2 2.2GHz 8GB 256GB SSD 14"", Black -",679.99,USD,no,,DELL,Latitude E7450,,,,Dual-core Processor,"14""",1920 x 1080,Yes,Windows 10 Pro,,Integrated Card,,,8 GB,,Battery life up to 8 Hours,0.8 x 13.3 x 9.1,3.4 Pounds
"Dell Latitude E5570 Intel Core i7-6820HQ X4 2.7GHz 8GB 256GB SSD, Black -",909.99,USD,no,,DELL,Latitude E5570,Black,,,Quad-core Processor,"15.6""",1920 x 1080,No,Windows 10 Pro,AMD Radeon R7 M360,Dedicated Card,,,8 GB,,Battery life up to 8 Hours,1 x 14.8 x 9.9,4.61 Pounds
"Dell XPS 13-9350 Intel Core i7-6500U X2 2.2GHz 8GB 256GB SSD 13.3"" Win10, Silver -",979.99,USD,no,,DELL,XPS 13-9350,,,,Dual-core Processor,"13.3""",3200 x 1800,Yes,Windows 10 Home,,Integrated Card,,,8 GB,,Battery life up to 15 Hours,0.6 x 11.98 x 7.88,2.6 Pounds
"Dell XPS 13-9360 Intel Core i5-7200U X2 2.5GHz 8GB 256GB SSD 13.3"" Win10, Silver -",959.99,USD,no,,DELL,XPS 13-9360,,,,Dual-core Processor,"13.3""",1920 x 1080,No,Windows 10 Home,,Integrated Card,,,8 GB,,Battery life up to 13 Hours,0.6 x 11.98 x 7.88,2.9 Pounds
"Refurbished: Dell Latitude E7470 Intel Core i5-6300U X2 2.4GHz 4GB 180GB SSD 14"", Black -",649.99,USD,no,,DELL,Latitude E7470,,,,Dual-core Processor,"14""",1366 x 768,No,Windows 10 Pro,,Integrated Card,,,4 GB,,Battery life up to 8 Hours,0.8 x 13.3 x 9.1,3.4 Pounds
"Refurbished: Dell XPS 13-9360 Intel Core i5-7200U X2 2.5GHz 8GB 128GB SSD 13.3"", Silver -",889.99,USD,no,,DELL,XPS 13-9360,,,,Dual-core Processor,"13.3""",1920 x 1080,No,Windows 10 Pro,,Integrated Card,,,8 GB,,Battery life up to 13 Hours,0.6 x 11.98 x 7.88,2.9 Pounds
"Refurbished: Dell XPS 13-9360 Intel Core i5-7200U X2 2.5GHz 4GB 128GB SSD 13.3"", Silver -",839.99,USD,no,,DELL,XPS 13-9360,,,,Dual-core Processor,"13.3""",1920 x 1080,No,Windows 10 Home,,Integrated Card,,,4 GB,,Battery life up to 13 Hours,0.6 x 11.98 x 7.88,2.9 Pounds
"Refurbished: Dell XPS 13-9360 Intel Core i5-7200U X2 2.5GHz 8GB 128GB SSD 13.3"", Silver -",999.99,USD,no,,DELL,XPS 13-9360,,,,Dual-core Processor,"13.3""",3200 x 1800,No,Windows 10 Home,,Integrated Card,,,8 GB,,Battery life up to 13 Hours,0.6 x 11.98 x 7.88,2.9 Pounds
"Refurbished: Dell XPS 13-9360 Intel Core i5-7200U X2 2.5GHz 8GB 256GB SSD 13.3"", Silver -",1049.99,USD,no,,DELL,XPS 13-9360,,,,Dual-core Processor,"13.3""",3200 x 1800,Yes,Windows 10 Pro,,Integrated Card,,,8 GB,,Battery life up to 13 Hours,0.6 x 11.98 x 7.88,2.9 Pounds
"Alienware 17R4 Intel Core i7-6700HQ X4 2.6GHz 16GB 1TB + 128GB 17.4"" Win10 -",1559.99,USD,no,,Alienware,17R4,Silver,,,Quad-core Processor,"17.3""",1920 x 1080,No,Windows 10 Home,NVIDIA GTX 1060,Dedicated Card,,,16 GB,,Battery life up to 6 Hours,1.81 x 16.7 x 13.1,9.74 Pounds
"Refurbished: Dell Inspiron 17-7779 Intel Core i7-7500U X2 2.7GHz 16GB 1TB 17.3"", Gray -",589.99,USD,no,,DELL,Inspiron 17-7779,,,,Dual-core Processor,,1920 x 1080,Yes,Windows 10 Home,,Dedicated Card,,,16 GB,,Battery life up to 9 Hours,0.89 x 16.24 x 10.93,6.12 Pounds
"Dell Latitude E5470 Intel Core i5-6300U X2 2.4GHz 8GB 500GB 14"" Win10,Black -",689.99,USD,no,,DELL,Latitude E5470,Black,,,Dual-core Processor,"14.0""",1920 x 1080,No,Windows 10 Pro,Intel HD Graphics,Integrated Card,,,8 GB,,Battery life up to 8 Hours,0.9 x 13.2 x 9.1,3.88 Pounds
"Dell Latitude E7270 Intel Core i5-6300U X2 2.4GHz 16GB 256GB SSD 12.5"" Win10, Black -",829.99,USD,no,,DELL,Latitude E7270,,,,Dual-core Processor,"12.5""",1366 x 768,No,Windows 10 Pro,,Integrated Card,,,16 GB,,Battery life up to 8 Hours,0.8 x 13.3 x 9.1,3.4 Pounds
"Refurbished: Dell XPS 13-9350 Intel Core i5-6200U X2 2.3GHz 8GB 128GB SSD 13.3"", Silver -",819.99,USD,no,,DELL,XPS 13-9350,,,,Dual-core Processor,"13.3""",1920 x 1080,No,Windows 10 Pro,,Integrated Card,,,8 GB,,Battery life up to 15 Hours,0.6 x 11.98 x 7.88,2.6 Pounds
"Alienware 13R2 Intel Core i7-6500U X2 2.5GHz 16GB 256GB SSD 13.3"" Win10, Silver -",1249.99,USD,no,,Alienware,Alienware 13R2,Silver,,,Dual-core Processor,"13.3""",3200 x 1800,Yes,Windows 10 Home,NVIDIA GeForce GTX 960,Dedicated Card,,,16 GB,,Battery life up to 8.5 Hours,1.09 x 12.9 x 9.2,4.53 Pounds
"Dell Latitude E5470 Intel Core i5-6300U X2 2.4GHz 8GB 180GB SSD 14"" Win7, Black -",662.69,USD,no,,DELL,Latitude E5470,Black,,,Dual-core Processor,"14.0""",1366 x 768,No,Windows 7 Professional,Intel HD Graphics 520,Integrated Card,,,8 GB,,Battery life up to 8 Hours,0.9 x 13.2 x 9.1,3.88 Pounds
"Dell Latitude E7270 Intel Core i7-6600U X2 2.6GHz 16GB 256GB SSD 12.5"" Win7, Black -",933.72,USD,no,,DELL,Latitude E7270,,,,Dual-core Processor,"12.5""",1920 x 1080,No,Windows 7 Professional,,Integrated Card,,,16 GB,,Battery life up to 8 Hours,0.8 x 13.3 x 9.1,3.4 Pounds
"Dell Latitude E7250 Intel Core i7-5600U X2 2.6GHz 8GB 256GB SSD 12.5"" Win10, Black",729.99,USD,no,,DELL,Latitude E7250,,,,Dual-core Processor,"12.5""",1366 x 768,Yes,Windows 10 Pro,,Integrated Card,,,8 GB,,Battery life up to 9 Hours,8.3 x 12.2 x 0.76,2.76 Pounds
"Refurbished: Dell Latitude E7470 Intel Core i5-6300U X2 2.4GHz 8GB 128GB SSD 14"" Win10, Black (Scratch and Dent) -",769.99,USD,no,,DELL,Latitude E7470,,,,Dual-core Processor,,2560 x 1440,Yes,Windows 10 Pro,,Integrated Card,,,8 GB,,Battery life up to 8 Hours,0.8 x 13.3 x 9.1,3.4 Pounds
"Dell XPS 13-9350 Intel Core i5-6200U X2 2.3GHz 8GB 128GB SSD 13.3"" Win10, Silver -",859.99,USD,no,,DELL,XPS 13-9350,,,,Dual-core Processor,"13.3""",1920 x 1080,No,Windows 10 Home,,Integrated Card,,,8 GB,,Battery life up to 15 Hours,0.6 x 11.98 x 7.88,2.6 Pounds
"Refurbished: Dell XPS 13-9360 Intel Core i3-7100U X2 2.4GHz 4GB 128GB SSD 13.3"", Gold -",809.99,USD,no,,DELL,XPS 13-9360,,,,Dual-core Processor,"13.3""",1920 x 1080,No,Windows 10 Pro,,Integrated Card,,,4 GB,,Battery life up to 13 Hours,0.6 x 11.98 x 7.88,2.9 Pounds
"Refurbished: Dell Latitude E7470 Intel Core i7-6600U X2 2.6GHz 16GB 256GB SSD 14"", Black -",849.99,USD,no,,DELL,Latitude E7470,,,,Dual-core Processor,,1920 x 1080,No,Windows 10 Pro,,Integrated Card,,,16 GB,,Battery life up to 8 Hours,0.8 x 13.3 x 9.1,3.4 Pounds
"Dell Inspiron 15-5558 Intel Core i3-5015U X2 2.1GHz 6GB 1TB 15.6"" Win10, Black -",369.99,USD,no,,DELL,Inspiron 15-5558,Black,,,Dual-core Processor,"15.6""",1366 x 768,No,Windows 10 Home,Intel HD Graphics,Integrated Card,,,6 GB,,Battery life up to 7 Hours,0.94 x 14.96 x 10.25,4.94 Pounds
"Refurbished: Dell Latitude E7470 Intel Core i5-6300U X2 2.4GHz 16GB 512GB SSD 14"", Black -",819.99,USD,no,,DELL,Latitude E7470,,,,Dual-core Processor,,1920 x 1080,No,Windows 10 Pro,,Integrated Card,,,16 GB,,Battery life up to 8 Hours,0.8 x 13.3 x 9.1,3.4 Pounds
"Refurbished: Dell Latitude E7470 Intel Core i7-6600U X2 2.6GHz 16GB 512GB SSD 14"", Black -",889.99,USD,no,,DELL,Latitude E7470,,,,Dual-core Processor,,1366 x 768,No,Windows 10 Pro,,Integrated Card,,,16 GB,,Battery life up to 8 Hours,0.8 x 13.3 x 9.1,3.4 Pounds
"Refurbished: Dell Latitude E7470 Intel Core i7-6600U X2 2.6GHz 16GB 256GB SSD 14"", Black -",999.99,USD,no,,DELL,Latitude E7470,,,,Dual-core Processor,,2560 x 1440,No,Windows 10 Pro,,Integrated Card,,,16 GB,,Battery life up to 8 Hours,0.8 x 13.3 x 9.1,3.4 Pounds
"Refurbished: Dell Latitude E7470 Intel Core i7-6600U X2 2.6GHz 16GB 256GB SSD 14"", Black -",849.99,USD,no,,DELL,Latitude E7470,,,,Dual-core Processor,,1920 x 1080,No,Windows 10 Pro,,Integrated Card,,,16 GB,,Battery life up to 8 Hours,0.8 x 13.3 x 9.1,3.4 Pounds
"Dell Latitude E7270 Intel Core i5-6300U X2 2.4GHz 8GB 180GB SSD 12.5"" Win10, Black -",759.99,USD,no,,DELL,Latitude E7270,,,,Dual-core Processor,"12.5""",1366 x 768,No,Windows 10 Pro,,Integrated Card,,,8 GB,,Battery life up to 8 Hours,0.8 x 13.3 x 9.1,3.4 Pounds
"Refurbished: Dell Latitude E7270 Intel Core i7-6600U X2 2.6GHz 8GB 128GB SSD 12.5"", Black -",779.99,USD,no,,DELL,Latitude E7270,,,,Dual-core Processor,"12.5""",1920 x 1080,No,Windows 10 Pro,,Integrated Card,,,8 GB,,Battery life up to 8 Hours,0.8 x 13.3 x 9.1,3.4 Pounds
"Dell Latitude E5570 Intel Core i5-6300U X2 2.4GHz 8GB 180GB SSD 15.6"" Win10, Black -",753.04,USD,no,,DELL,Latitude E5570,Black,,,Dual-core Processor,"15.6""",1366 x 768,No,Windows 10 Pro,Intel HD Graphics 520,Integrated Card,,,8 GB,,Battery life up to 8 Hours,1 x 14.8 x 9.9,4.61 Pounds
"Dell Latitude E5570 Intel Core i5-6300U X2 2.4GHz 4GB 500GB 15.6"" Win10, Black -",662.69,USD,no,,DELL,Latitude E5570,Black,,,Dual-core Processor,"15.6""",1366 x 768,No,Windows 10 Pro,Intel HD Graphics 520,Integrated Card,,,4 GB,,Battery life up to 8 Hours,1 x 14.8 x 9.9,4.61 Pounds
"Dell Latitude E7470 Intel Core i5-6200U X2 2.3GHz 4GB 128GB SSD 14"" Win10, Black -",753.04,USD,no,,DELL,Latitude E7470,,,,Dual-core Processor,,1366 x 768,No,Windows 10 Pro,,Integrated Card,,,4 GB,,Battery life up to 8 Hours,0.8 x 13.3 x 9.1,3.2 Pounds
"Refurbished: Dell Latitude E7250 Intel Core i5-5300U X2 2.3GHz 16GB 256GB SSD, Black -",659.99,USD,no,,DELL,Latitude E7250,,,,Dual-core Processor,"12.5""",1920 x 1080,No,Windows 10 Pro,,Integrated Card,,,16 GB,,Battery life up to 8 Hours,0.8 x 12.2 x 8.3,2.76 Pounds
"Refurbished: Dell Latitude E7470 Intel Core i7-6600U X2 2.6GHz 16GB 256GB SSD 14"", Black -",849.99,USD,no,,DELL,Latitude E7470,,,,Dual-core Processor,,1366 x 768,No,Windows 10 Pro,,Integrated Card,,,16 GB,,Battery life up to 8 Hours,0.8 x 13.3 x 9.1,3.4 Pounds
"Refurbished: Dell Latitude E7470 Intel Core i7-6600U X2 2.6GHz 16GB 512GB SSD 14"", Black -",1089.99,USD,no,,DELL,Latitude E7470,,,,Dual-core Processor,,2560 x 1440,No,Windows 10 Pro,,Integrated Card,,,16 GB,,Battery life up to 8 Hours,0.8 x 13.3 x 9.1,3.4 Pounds
"Dell Inspiron 15-5565 AMD A12-9700P X4 2.5GHz 8GB 1TB 15.6"" Win10, Gray -",469.99,USD,no,,DELL,Inspiron 15-5565,Gray,,,Quad-core Processor,"15.6""",1366 x 768,No,Windows 10 Home,AMD Integrated,Integrated Card,,,8 GB,,Battery life up to 8 Hours,0.92x15.35x10.2,5.2 Pounds
"HP Chromebook 11 G4 Intel Celeron N2840 X2 2.16GHz 4GB 32GB 11.6"" Chrome OS, Black -",192.77,USD,no,,HP,11 G4,Black,,,Dual-core Processor,"11.6""",1366 x 768,No,Chrome OS,Intel HD Graphics,Integrated Card,,,4 GB,,Battery life up to 11 Hours,0.8 x 11.8 x 8.1,2.83 Pounds
"Dell Latitude E7270 Intel Core i5-6300U X2 2.4GHz 16GB 128GB SSD 12.5"" Win10, Black -",769.99,USD,no,,DELL,Latitude E7270,,,,Dual-core Processor,"12.5""",1366 x 768,No,Windows 10 Home,,Integrated Card,,,16 GB,,Battery life up to 8 Hours,0.8 x 13.3 x 9.1,3.4 Pounds
"Refurbished: Dell XPS 13-9360 Intel Core i5-7200U X2 2.5GHz 4GB 128GB SSD 13.3"", Silver -",869.99,USD,no,,DELL,XPS 13-9360,,,,Dual-core Processor,"13.3""",1920 x 1080,No,Windows 10 Pro,,Integrated Card,,,4 GB,,Battery life up to 13 Hours,0.6 x 11.98 x 7.88,2.9 Pounds
"Refurbished: Dell XPS 13-9350 Intel Core i5-6300U X2 2.4GHz 8GB 256GB SSD 13.3"", Silver -",1049.99,USD,no,,DELL,XPS 13-9350,,,,Dual-core Processor,"13.3""",3200x1800,Yes,Windows 10 Pro,,Integrated Card,,,8 GB,,Battery life up to 15 Hours,0.6 x 11.98 x 7.88,2.6 Pounds
"Refurbished: Dell XPS 13-9350 Intel Core i7-6560U X2 2.2GHz 8GB 256GB SSD 13.3"", Silver -",1049.99,USD,no,,DELL,XPS 13-9350,,,,Dual-core Processor,"13.3""",3200 x 1800,Yes,Windows 10 Home,,Integrated Card,,,8 GB,,Battery life up to 15 Hours,0.6 x 11.98 x 7.88,2.6 Pounds
"Refurbished: Dell Latitude E7470 Intel Core i5-6300U X2 2.4GHz 8GB 256GB SSD 14"", Black -",689.99,USD,no,,DELL,Latitude E7470,,,,Dual-core Processor,,1366 x 768,No,Windows 10 Pro,,Integrated Card,,,8 GB,,Battery life up to 8 Hours,0.8 x 13.3 x 9.1,3.4 Pounds
"Refurbished: Dell Latitude E7470 Intel Core i5-6300U X2 2.4GHz 8GB 256GB SSD 14"", Black -",709.99,USD,no,,DELL,Latitude E7470,,,,Dual-core Processor,,1600 x 900,No,Windows 10 Pro,,Integrated Card,,,8 GB,,Battery life up to 8 Hours,0.8 x 13.3 x 9.1,3.4 Pounds
"Dell Latitude 13-3350 Intel Celeron 3215U X2 1.7GHz 4GB 250GB 13.3"" Win10, Black -",339.99,USD,no,,DELL,Latitude 13-3350,Black,,,Dual-core Processor,"13.3""",1366 x 768,No,Windows 10 Pro,Intel HD Graphics,Integrated Card,,,4 GB,,Battery life up to 6 Hours,0.89 x 13 x 9.6,3.7 Pounds
"Refurbished: Dell Latitude E7470 Intel Core i7-6600U X2 2.6GHz 8GB 512GB SSD 14"", Black -",1039.99,USD,no,,DELL,Latitude E7470,,,,Dual-core Processor,,2560x1440,Yes,Windows 10 Pro,,Integrated Card,,,8 GB,,Battery life up to 8 Hours,0.8 x 13.3 x 9.1,3.4 Pounds
"Dell XPS 13-9360 Intel Core i3-7100U X2 2.4GHz 4GB 128GB SSD 13.3"" Win10, Gold -",859.99,USD,no,,DELL,XPS 13-9360,,,,Dual-core Processor,"13.3""",1920 x 1080,No,Windows 10 Home,,Integrated Card,,,4 GB,,Battery life up to 13 Hours,0.6 x 11.98 x 7.88,2.9 Pounds
"Refurbished: Dell XPS 13-9350 Intel Core i5-6200U X2 2.3GHz 8GB 256GB SSD 13.3"", Silver -",949.99,USD,no,,DELL,XPS 13-9350,,,,Dual-core Processor,"13.3""",3200 x 1800,Yes,Windows 10 Home,,Integrated Card,,,8 GB,,Battery life up to 15 Hours,0.6 x 11.98 x 7.88,2.6 Pounds
"Refurbished: Dell Latitude E7470 Intel Core i5-6300U X2 2.4GHz 16GB 512GB SSD 14"", Black -",799.99,USD,no,,DELL,Latitude E7470,,,,Dual-core Processor,,1920 x 1080,No,Windows 10 Pro,,Integrated Card,,,16 GB,,Battery life up to 8 Hours,0.8 x 13.3 x 9.1,3.4 Pounds
"Refurbished: Dell XPS 13-9350 Intel Core i7-6500U X2 2.2GHz 8GB 256GB SSD 13.3"", Silver -",1019.99,USD,no,,DELL,XPS 13-9350,,,,Dual-core Processor,"13.3""",3200 x 1800,Yes,Windows 10 Pro,,Integrated Card,,,8 GB,,Battery life up to 15 Hours,0.6 x 11.98 x 7.88,2.6 Pounds
"Dell Latitude E5570 Intel Core i7-6820HQ X4 2.7GHz 16GB 256GB SSD 15.6"" Win10, Black -",899.99,USD,no,,DELL,Latitude E5570,Black,,,Quad-core Processor,"15.6""",1366 x 768,No,Windows 10 Pro,Intel HD Graphics,Integrated Card,,,16 GB,,Battery life up to 8 Hours,1 x 14.8 x 9.9,4.61 Pounds
"Dell XPS 13-9360 Intel Core i5-7200U X2 2.5GHz 8GB 128GB SSD 13.3"" Win10, Silver -",949.99,USD,no,,DELL,XPS 13-9360,,,,Dual-core Processor,"13.3""",1920 x 1080,No,Windows 10 Pro,,Integrated Card,,,8 GB,,Battery life up to 13 Hours,0.6 x 11.98 x 7.88,2.9 Pounds
"Refurbished: Dell Latitude E7270 Intel Core i7-6600U X2 2.6GHz 16GB 256GB SSD 12.5"", Black (Scratch and Dent) -",949.99,USD,no,,DELL,Latitude E7270,,,,Dual-core Processor,"12.5""",1920 x 1080,Yes,Windows 10 Pro,,Integrated Card,,,16 GB,,Battery life up to 8 Hours,0.8 x 13.3 x 9.1,3.4 Pounds
"Refurbished: Dell Latitude E7270 Intel Core i7-6600U X2 2.6GHz 8GB 256GB SSD 12.5"", Black -",859.99,USD,no,,DELL,Latitude E7270,,,,Dual-core Processor,"12.5""",1366 x 768,No,Windows 10 Pro,,Integrated Card,,,8 GB,,Battery life up to 8 Hours,0.8 x 13.3 x 9.1,3.4 Pounds
"Refurbished: HP EliteBook 1040 G3 Intel Core i5-6200U X2 2.3GHz 8GB 256GB SSD 14"", Silver -",714.99,USD,no,,HP,EliteBook 1040 G3,,,,Dual-core Processor,,1920 x 1080,No,Windows 10 Pro,,Integrated Card,,,8 GB,,Battery life up to 9 Hours,0.62 x 13.27 x 9.23,4.8 Pounds
"Dell Latitude E5570 Intel Core i7-6600U X2 2.6GHz 16GB 500GB 15.6"", Black -",829.99,USD,no,,DELL,Latitude E5570,Black,,,Dual-core Processor,"15.6""",1366 x 768,No,Windows 10 Pro,AMD Radeon R7 M360,Dedicated Card,,,16 GB,,Battery life up to 8 Hours,1 x 14.8 x 9.9,4.61 Pounds
"Dell Latitude E5470 Intel Core i7-6600U X2 2.6GHz 16GB 256GB SSD 14"" Win10, Black -",899.99,USD,no,,DELL,Latitude E5470,Black,,,Dual-core Processor,"14.0""",1920 x 1080,No,Windows 10 Pro,AMD Radeon R7 M360,Dedicated Card,,,16 GB,,Battery life up to 8 Hours,0.9 x 13.2 x 9.1,3.88 Pounds
"Refurbished: Dell XPS 13-9360 Intel Core i5-7200U X2 2.5GHz 8GB 256GB SSD 13.3"", Gold -",1069.99,USD,no,,DELL,XPS 13-9360,,,,Dual-core Processor,"13.3""",3200 x 1800,No,Windows 10 Home,,Integrated Card,,,8 GB,,Battery life up to 13 Hours,0.6 x 11.98 x 7.88,2.9 Pounds
"MSI 18.4"" GT80 Titan SLI-001 Intel Core i7 4720HQ (2.60 GHz) NVIDIA GeForce GTX 980M SLI 16 GB Memory 256 GB SSD 1 TB HDD Windows 8.1 64-Bit Gaming Laptop",1849.99,USD,no,,,,,,,,,,,,,,,,,,,,
"Lenovo ThinkPad Multi-Touch Yoga 12 12.5"" Intel Dual-Core i5 Upto 2.9GHz, 8GB DDR3, 240GB SSD, Wifi, Bluetooth, Windows 10 Professional 64Bit",899.0,USD,no,,Lenovo,Yoga 12,Black,Intel Core i5 5th Gen,5300U (2.30 GHz),,"12.5""",1920 x 1080,Yes,Windows 10 Pro,HD Graphics 5500,Integrated Card,240 GB,No,8GB DDR3,,,,3 - 3.9 lbs.
"Lenovo ThinkPad Helix 11.6"" Multi-Touch Tablet, Intel Dual-Core M-5Y71 Upto 2.9GHz, 8GB DDR3, 256GB SSD, Webcam, Wifi, Bluetooth, 4G Capable, Windows 10 Professional 64Bit",699.0,USD,no,,Lenovo,Helix,Matte Black,Core M 5Y71,1.2GHz,,,1920 x 1080,,Windows 10 Professional,HD Graphics 5300,,256 GB,No,8GB DDR3,,,,
"Lenovo Y50 Gaming Laptop 15.6"" FHD 1920 x 1080, Intel Quad-Core i7 Upto 3.6GHz 16GB Memory 1TB SSD, NVIDIA GeForce GTX 960M 2 GB GDDR5, Wifi, Bluetooth, Webcam, Windows 10 Professional 64Bit -",1699.0,USD,no,,Lenovo,,Dark Titanium,Intel Core i7 4th Gen,4720HQ (2.60 GHz),Quad-core Processor,"15.6""",1920 x 1080,No,Windows 10 Professional,NVIDIA GeForce GTX 960M,Dedicated Card,1 TB,No,16GB DDR3,4-cell lithium ion,Upto 4 hours,"15.34"" x 10.37"" x 0.94""",5.9lb
