ltable_Title,rtable_Title
dell latitude 14 5000 series (e5450),"dell latitude e6440 14"" led ultrabook - intel core i7 i7-4600m 2.90 ghz - anodized aluminum,dell computers,462-3236"
dell latitude 14 rugged extreme,"dell latitude e6440 14"" led ultrabook - intel core i7 i7-4600m 2.90 ghz - anodized aluminum,dell computers,462-3236"
dell latitude 14 7000 series (e7450),"dell latitude e6440 14"" led ultrabook - intel core i7 i7-4600m 2.90 ghz - anodized aluminum,dell computers,462-3236"
dell chromebook 11 (intel core i3),"dell latitude e6440 14"" led ultrabook - intel core i7 i7-4600m 2.90 ghz - anodized aluminum,dell computers,462-3236"
hp pavilion sleekbook 15z-b000,"hp pavilion sleekbook 15-b123nr 15"" laptop with amd a6-4455m 2.1ghz, 4gb, 500gb, amd radeon hd 7500g, wireless, bluetooth, hdmi, windows 8,hewlett packard,hp pavilion sleekbook 15t"
hp pavilion touchsmart 15z-b000 sleekbook,"hp pavilion sleekbook 15-b123nr 15"" laptop with amd a6-4455m 2.1ghz, 4gb, 500gb, amd radeon hd 7500g, wireless, bluetooth, hdmi, windows 8,hewlett packard,hp pavilion sleekbook 15t"
avadirect gt3 core i7 gaming system,"hp omen 15 uhd 4k gaming laptop (intel i7 quad core, 2tb hdd + 512gb ssd, 15.6 inch uhd 3840 x 2160, 32gb ram, geforce gtx 960m, win 10) with smartfriend (1-month),hp,hp omen 15 uhd"
hp omen 15,"hp omen 15 uhd 4k gaming laptop (intel i7 quad core, 2tb hdd + 512gb ssd, 15.6 inch uhd 3840 x 2160, 32gb ram, geforce gtx 960m, win 10) with smartfriend (1-month),hp,hp omen 15 uhd"
lenovo thinkpad x230,"lenovo thinkpad x230 2320 - 12.5"" - core i5 3210m,lenovo,232032u,9803974"
apple macbook pro 13-inch (core 2 duo 2.4ghz),"dell latitude d430 core 2 duo 1.3ghz 80mb 2048mb win xp pro,dell corporation,d430"
dell inspiron e1505 (core 2 duo),"dell latitude d430 core 2 duo 1.3ghz 80mb 2048mb win xp pro,dell corporation,d430"
apple macbook 13-inch (core 2 duo t7200),"dell latitude d430 core 2 duo 1.3ghz 80mb 2048mb win xp pro,dell corporation,d430"
apple macbook 13-inch white (core 2 duo),"dell latitude d430 core 2 duo 1.3ghz 80mb 2048mb win xp pro,dell corporation,d430"
gateway m465-e (intel core 2 duo),"dell latitude d430 core 2 duo 1.3ghz 80mb 2048mb win xp pro,dell corporation,d430"
apple macbook pro 17-inch (core 2 duo t7700),"dell latitude d430 core 2 duo 1.3ghz 80mb 2048mb win xp pro,dell corporation,d430"
apple mac mini (2-ghz core 2 duo),"dell latitude d430 core 2 duo 1.3ghz 80mb 2048mb win xp pro,dell corporation,d430"
apple macbook (core 2 duo 2.4ghz),"dell latitude d430 core 2 duo 1.3ghz 80mb 2048mb win xp pro,dell corporation,d430"
apple mac mini (core 2 duo 2.26ghz),"dell latitude d430 core 2 duo 1.3ghz 80mb 2048mb win xp pro,dell corporation,d430"
apple imac 21.5-inch (core 2 duo),"dell latitude d430 core 2 duo 1.3ghz 80mb 2048mb win xp pro,dell corporation,d430"
sony vaio vgn-sz280p (intel core 2 duo),"dell latitude d430 core 2 duo 1.3ghz 80mb 2048mb win xp pro,dell corporation,d430"
apple macbook pro 15-inch (core 2 duo),"dell latitude d430 core 2 duo 1.3ghz 80mb 2048mb win xp pro,dell corporation,d430"
sony vaio vgn-sz280p (intel core 2 duo),"sony sve14ae13l 14"" touchscreen intel core i5-3320m 2.6ghz 8gb ram 500gb hdd windows 7 professional,sony"
lenovo thinkpad x200 tablet,"thinkpad x200 tablet pc,lenovo,x200"
lenovo thinkpad x200 tablet (multitouch),"thinkpad x200 tablet pc,lenovo,x200"
lenovo thinkpad edge 15,"lenovo thinkpad edge e460 14"" hd screen (1366x768), intel dual core i5-6200u 2.2 ghz, 8gb ram, 240gb solid state drive, win 7 pro 64 bit laptop computer, new 2016,lenovo,e460"
lenovo thinkpad yoga 14,"lenovo thinkpad edge e460 14"" hd screen (1366x768), intel dual core i5-6200u 2.2 ghz, 8gb ram, 240gb solid state drive, win 7 pro 64 bit laptop computer, new 2016,lenovo,e460"
lenovo thinkpad edge e431,"lenovo thinkpad edge e460 14"" hd screen (1366x768), intel dual core i5-6200u 2.2 ghz, 8gb ram, 240gb solid state drive, win 7 pro 64 bit laptop computer, new 2016,lenovo,e460"
lenovo thinkpad edge 13,"lenovo thinkpad edge e460 14"" hd screen (1366x768), intel dual core i5-6200u 2.2 ghz, 8gb ram, 240gb solid state drive, win 7 pro 64 bit laptop computer, new 2016,lenovo,e460"
lenovo thinkpad edge e420s,"lenovo thinkpad edge e460 14"" hd screen (1366x768), intel dual core i5-6200u 2.2 ghz, 8gb ram, 240gb solid state drive, win 7 pro 64 bit laptop computer, new 2016,lenovo,e460"
dell inspiron small desktop 3000 series (3646),"dell inspiron 15 5000 series 15.6-inch windows 7 professional laptop pc (intel core i7-5500u, 15.6"" full hd ips touch screen display, 4gb amd radeon r7 m270 graphics, 500gb pro ssd, 16gb ram, latest model),dell"
dell inspiron 15 (i15rv-6190 blk),"dell inspiron 15 5000 series 15.6-inch windows 7 professional laptop pc (intel core i7-5500u, 15.6"" full hd ips touch screen display, 4gb amd radeon r7 m270 graphics, 500gb pro ssd, 16gb ram, latest model),dell"
dell latitude 14 5000 series (e5450),"dell inspiron 15 5000 series 15.6-inch windows 7 professional laptop pc (intel core i7-5500u, 15.6"" full hd ips touch screen display, 4gb amd radeon r7 m270 graphics, 500gb pro ssd, 16gb ram, latest model),dell"
dell inspiron 15 non-touch (3531),"dell inspiron 15 5000 series 15.6-inch windows 7 professional laptop pc (intel core i7-5500u, 15.6"" full hd ips touch screen display, 4gb amd radeon r7 m270 graphics, 500gb pro ssd, 16gb ram, latest model),dell"
dell precision 15 5000 series (5510),"dell inspiron 15 5000 series 15.6-inch windows 7 professional laptop pc (intel core i7-5500u, 15.6"" full hd ips touch screen display, 4gb amd radeon r7 m270 graphics, 500gb pro ssd, 16gb ram, latest model),dell"
dell inspiron 15 (7537),"dell inspiron 15 5000 series 15.6-inch windows 7 professional laptop pc (intel core i7-5500u, 15.6"" full hd ips touch screen display, 4gb amd radeon r7 m270 graphics, 500gb pro ssd, 16gb ram, latest model),dell"
dell inspiron 15 7000 series (7559),"dell inspiron 15 5000 series 15.6-inch windows 7 professional laptop pc (intel core i7-5500u, 15.6"" full hd ips touch screen display, 4gb amd radeon r7 m270 graphics, 500gb pro ssd, 16gb ram, latest model),dell"
dell inspiron e1505 (core 2 duo),"dell inspiron 15 5000 series 15.6-inch windows 7 professional laptop pc (intel core i7-5500u, 15.6"" full hd ips touch screen display, 4gb amd radeon r7 m270 graphics, 500gb pro ssd, 16gb ram, latest model),dell"
dell inspiron 13 7000 series 2-in-1 special edition (7352),"dell inspiron 15 5000 series 15.6-inch windows 7 professional laptop pc (intel core i7-5500u, 15.6"" full hd ips touch screen display, 4gb amd radeon r7 m270 graphics, 500gb pro ssd, 16gb ram, latest model),dell"
dell inspiron 11 3000 series 2-in-1 special edition (3153),"dell inspiron 15 5000 series 15.6-inch windows 7 professional laptop pc (intel core i7-5500u, 15.6"" full hd ips touch screen display, 4gb amd radeon r7 m270 graphics, 500gb pro ssd, 16gb ram, latest model),dell"
dell venue 10 pro tablet 5000 series,"dell inspiron 15 5000 series 15.6-inch windows 7 professional laptop pc (intel core i7-5500u, 15.6"" full hd ips touch screen display, 4gb amd radeon r7 m270 graphics, 500gb pro ssd, 16gb ram, latest model),dell"
dell chromebook 11 (intel core i3),"dell inspiron 15 5000 series 15.6-inch windows 7 professional laptop pc (intel core i7-5500u, 15.6"" full hd ips touch screen display, 4gb amd radeon r7 m270 graphics, 500gb pro ssd, 16gb ram, latest model),dell"
dell inspiron one 20 touch (2020),"dell inspiron 15 5000 series 15.6-inch windows 7 professional laptop pc (intel core i7-5500u, 15.6"" full hd ips touch screen display, 4gb amd radeon r7 m270 graphics, 500gb pro ssd, 16gb ram, latest model),dell"
dell inspiron zino hd (inspiron 400),"dell inspiron 15 5000 series 15.6-inch windows 7 professional laptop pc (intel core i7-5500u, 15.6"" full hd ips touch screen display, 4gb amd radeon r7 m270 graphics, 500gb pro ssd, 16gb ram, latest model),dell"
dell inspiron 17 5000 series non-touch,"dell inspiron 15 5000 series 15.6-inch windows 7 professional laptop pc (intel core i7-5500u, 15.6"" full hd ips touch screen display, 4gb amd radeon r7 m270 graphics, 500gb pro ssd, 16gb ram, latest model),dell"
dell venue 11 pro 7000 series (7140),"dell inspiron 15 5000 series 15.6-inch windows 7 professional laptop pc (intel core i7-5500u, 15.6"" full hd ips touch screen display, 4gb amd radeon r7 m270 graphics, 500gb pro ssd, 16gb ram, latest model),dell"
dell inspiron 13 7000 series 2-in-1,"dell inspiron 15 5000 series 15.6-inch windows 7 professional laptop pc (intel core i7-5500u, 15.6"" full hd ips touch screen display, 4gb amd radeon r7 m270 graphics, 500gb pro ssd, 16gb ram, latest model),dell"
dell inspiron mini 10s (hd),"dell inspiron 15 5000 series 15.6-inch windows 7 professional laptop pc (intel core i7-5500u, 15.6"" full hd ips touch screen display, 4gb amd radeon r7 m270 graphics, 500gb pro ssd, 16gb ram, latest model),dell"
dell xps 15 touch (9530) ,"dell inspiron 15 5000 series 15.6-inch windows 7 professional laptop pc (intel core i7-5500u, 15.6"" full hd ips touch screen display, 4gb amd radeon r7 m270 graphics, 500gb pro ssd, 16gb ram, latest model),dell"
hp elitebook 2560p,"hp elitebook 2560p lw883aw 12.5"" led notebook - core i5 i5-2540m 2.60ghz - silver,hp,lw883aw#aba,83713"
apple macbook pro 13-inch (mid 2012),"apple macbook pro 15-inch notebook - precision aluminum unibody- 2.4ghz intel core i5 processor with 3mb shared l3 cache, 4 gb ddr3 sdram, 500 gb sata hd, 8x superdrive (dvd±r dl/dvd±rw/cd-rw), sd card slot, macbook pro 15-inch hi-res widescreen display , intel hd graphics and nvidia geforce gt 330m with automatic graphics switching, isight camera, mini displayport , airport extreme wi-fi wireless networking , bluetooth 2.1 + edr , 10/100/1000base-t gigabit ethernet (rj-45 connector) , mac os x v10.6 snow leopard , ilife,apple computer"
apple macbook pro 13-inch,"apple macbook pro 15-inch notebook - precision aluminum unibody- 2.4ghz intel core i5 processor with 3mb shared l3 cache, 4 gb ddr3 sdram, 500 gb sata hd, 8x superdrive (dvd±r dl/dvd±rw/cd-rw), sd card slot, macbook pro 15-inch hi-res widescreen display , intel hd graphics and nvidia geforce gt 330m with automatic graphics switching, isight camera, mini displayport , airport extreme wi-fi wireless networking , bluetooth 2.1 + edr , 10/100/1000base-t gigabit ethernet (rj-45 connector) , mac os x v10.6 snow leopard , ilife,apple computer"
apple imac 27-inch (intel core i5-4670),"apple macbook pro 15-inch notebook - precision aluminum unibody- 2.4ghz intel core i5 processor with 3mb shared l3 cache, 4 gb ddr3 sdram, 500 gb sata hd, 8x superdrive (dvd±r dl/dvd±rw/cd-rw), sd card slot, macbook pro 15-inch hi-res widescreen display , intel hd graphics and nvidia geforce gt 330m with automatic graphics switching, isight camera, mini displayport , airport extreme wi-fi wireless networking , bluetooth 2.1 + edr , 10/100/1000base-t gigabit ethernet (rj-45 connector) , mac os x v10.6 snow leopard , ilife,apple computer"
apple macbook pro 13-inch (thunderbolt),"apple macbook pro 15-inch notebook - precision aluminum unibody- 2.4ghz intel core i5 processor with 3mb shared l3 cache, 4 gb ddr3 sdram, 500 gb sata hd, 8x superdrive (dvd±r dl/dvd±rw/cd-rw), sd card slot, macbook pro 15-inch hi-res widescreen display , intel hd graphics and nvidia geforce gt 330m with automatic graphics switching, isight camera, mini displayport , airport extreme wi-fi wireless networking , bluetooth 2.1 + edr , 10/100/1000base-t gigabit ethernet (rj-45 connector) , mac os x v10.6 snow leopard , ilife,apple computer"
apple macbook air (nvidia 9400m gt),"apple macbook pro 15-inch notebook - precision aluminum unibody- 2.4ghz intel core i5 processor with 3mb shared l3 cache, 4 gb ddr3 sdram, 500 gb sata hd, 8x superdrive (dvd±r dl/dvd±rw/cd-rw), sd card slot, macbook pro 15-inch hi-res widescreen display , intel hd graphics and nvidia geforce gt 330m with automatic graphics switching, isight camera, mini displayport , airport extreme wi-fi wireless networking , bluetooth 2.1 + edr , 10/100/1000base-t gigabit ethernet (rj-45 connector) , mac os x v10.6 snow leopard , ilife,apple computer"
apple macbook pro 15-inch (penryn),"apple macbook pro 15-inch notebook - precision aluminum unibody- 2.4ghz intel core i5 processor with 3mb shared l3 cache, 4 gb ddr3 sdram, 500 gb sata hd, 8x superdrive (dvd±r dl/dvd±rw/cd-rw), sd card slot, macbook pro 15-inch hi-res widescreen display , intel hd graphics and nvidia geforce gt 330m with automatic graphics switching, isight camera, mini displayport , airport extreme wi-fi wireless networking , bluetooth 2.1 + edr , 10/100/1000base-t gigabit ethernet (rj-45 connector) , mac os x v10.6 snow leopard , ilife,apple computer"
apple macbook pro 13-inch (core 2 duo 2.4ghz),"apple macbook pro 15-inch notebook - precision aluminum unibody- 2.4ghz intel core i5 processor with 3mb shared l3 cache, 4 gb ddr3 sdram, 500 gb sata hd, 8x superdrive (dvd±r dl/dvd±rw/cd-rw), sd card slot, macbook pro 15-inch hi-res widescreen display , intel hd graphics and nvidia geforce gt 330m with automatic graphics switching, isight camera, mini displayport , airport extreme wi-fi wireless networking , bluetooth 2.1 + edr , 10/100/1000base-t gigabit ethernet (rj-45 connector) , mac os x v10.6 snow leopard , ilife,apple computer"
apple imac 27-inch with retina 5k display,"apple macbook pro 15-inch notebook - precision aluminum unibody- 2.4ghz intel core i5 processor with 3mb shared l3 cache, 4 gb ddr3 sdram, 500 gb sata hd, 8x superdrive (dvd±r dl/dvd±rw/cd-rw), sd card slot, macbook pro 15-inch hi-res widescreen display , intel hd graphics and nvidia geforce gt 330m with automatic graphics switching, isight camera, mini displayport , airport extreme wi-fi wireless networking , bluetooth 2.1 + edr , 10/100/1000base-t gigabit ethernet (rj-45 connector) , mac os x v10.6 snow leopard , ilife,apple computer"
"apple macbook pro 13-inch, retina display (2015)","apple macbook pro 15-inch notebook - precision aluminum unibody- 2.4ghz intel core i5 processor with 3mb shared l3 cache, 4 gb ddr3 sdram, 500 gb sata hd, 8x superdrive (dvd±r dl/dvd±rw/cd-rw), sd card slot, macbook pro 15-inch hi-res widescreen display , intel hd graphics and nvidia geforce gt 330m with automatic graphics switching, isight camera, mini displayport , airport extreme wi-fi wireless networking , bluetooth 2.1 + edr , 10/100/1000base-t gigabit ethernet (rj-45 connector) , mac os x v10.6 snow leopard , ilife,apple computer"
apple mac mini (hdmi),"apple macbook pro 15-inch notebook - precision aluminum unibody- 2.4ghz intel core i5 processor with 3mb shared l3 cache, 4 gb ddr3 sdram, 500 gb sata hd, 8x superdrive (dvd±r dl/dvd±rw/cd-rw), sd card slot, macbook pro 15-inch hi-res widescreen display , intel hd graphics and nvidia geforce gt 330m with automatic graphics switching, isight camera, mini displayport , airport extreme wi-fi wireless networking , bluetooth 2.1 + edr , 10/100/1000base-t gigabit ethernet (rj-45 connector) , mac os x v10.6 snow leopard , ilife,apple computer"
apple macbook 13-inch (core 2 duo t7200),"apple macbook pro 15-inch notebook - precision aluminum unibody- 2.4ghz intel core i5 processor with 3mb shared l3 cache, 4 gb ddr3 sdram, 500 gb sata hd, 8x superdrive (dvd±r dl/dvd±rw/cd-rw), sd card slot, macbook pro 15-inch hi-res widescreen display , intel hd graphics and nvidia geforce gt 330m with automatic graphics switching, isight camera, mini displayport , airport extreme wi-fi wireless networking , bluetooth 2.1 + edr , 10/100/1000base-t gigabit ethernet (rj-45 connector) , mac os x v10.6 snow leopard , ilife,apple computer"
apple macbook 13-inch white (core 2 duo),"apple macbook pro 15-inch notebook - precision aluminum unibody- 2.4ghz intel core i5 processor with 3mb shared l3 cache, 4 gb ddr3 sdram, 500 gb sata hd, 8x superdrive (dvd±r dl/dvd±rw/cd-rw), sd card slot, macbook pro 15-inch hi-res widescreen display , intel hd graphics and nvidia geforce gt 330m with automatic graphics switching, isight camera, mini displayport , airport extreme wi-fi wireless networking , bluetooth 2.1 + edr , 10/100/1000base-t gigabit ethernet (rj-45 connector) , mac os x v10.6 snow leopard , ilife,apple computer"
apple macbook pro 13-inch (late 2011),"apple macbook pro 15-inch notebook - precision aluminum unibody- 2.4ghz intel core i5 processor with 3mb shared l3 cache, 4 gb ddr3 sdram, 500 gb sata hd, 8x superdrive (dvd±r dl/dvd±rw/cd-rw), sd card slot, macbook pro 15-inch hi-res widescreen display , intel hd graphics and nvidia geforce gt 330m with automatic graphics switching, isight camera, mini displayport , airport extreme wi-fi wireless networking , bluetooth 2.1 + edr , 10/100/1000base-t gigabit ethernet (rj-45 connector) , mac os x v10.6 snow leopard , ilife,apple computer"
apple macbook pro 15-inch with retina display (2015),"apple macbook pro 15-inch notebook - precision aluminum unibody- 2.4ghz intel core i5 processor with 3mb shared l3 cache, 4 gb ddr3 sdram, 500 gb sata hd, 8x superdrive (dvd±r dl/dvd±rw/cd-rw), sd card slot, macbook pro 15-inch hi-res widescreen display , intel hd graphics and nvidia geforce gt 330m with automatic graphics switching, isight camera, mini displayport , airport extreme wi-fi wireless networking , bluetooth 2.1 + edr , 10/100/1000base-t gigabit ethernet (rj-45 connector) , mac os x v10.6 snow leopard , ilife,apple computer"
apple macbook pro 17-inch (core 2 duo t7700),"apple macbook pro 15-inch notebook - precision aluminum unibody- 2.4ghz intel core i5 processor with 3mb shared l3 cache, 4 gb ddr3 sdram, 500 gb sata hd, 8x superdrive (dvd±r dl/dvd±rw/cd-rw), sd card slot, macbook pro 15-inch hi-res widescreen display , intel hd graphics and nvidia geforce gt 330m with automatic graphics switching, isight camera, mini displayport , airport extreme wi-fi wireless networking , bluetooth 2.1 + edr , 10/100/1000base-t gigabit ethernet (rj-45 connector) , mac os x v10.6 snow leopard , ilife,apple computer"
apple macbook pro 15-inch (mid 2012),"apple macbook pro 15-inch notebook - precision aluminum unibody- 2.4ghz intel core i5 processor with 3mb shared l3 cache, 4 gb ddr3 sdram, 500 gb sata hd, 8x superdrive (dvd±r dl/dvd±rw/cd-rw), sd card slot, macbook pro 15-inch hi-res widescreen display , intel hd graphics and nvidia geforce gt 330m with automatic graphics switching, isight camera, mini displayport , airport extreme wi-fi wireless networking , bluetooth 2.1 + edr , 10/100/1000base-t gigabit ethernet (rj-45 connector) , mac os x v10.6 snow leopard , ilife,apple computer"
apple macbook pro (15-inch),"apple macbook pro 15-inch notebook - precision aluminum unibody- 2.4ghz intel core i5 processor with 3mb shared l3 cache, 4 gb ddr3 sdram, 500 gb sata hd, 8x superdrive (dvd±r dl/dvd±rw/cd-rw), sd card slot, macbook pro 15-inch hi-res widescreen display , intel hd graphics and nvidia geforce gt 330m with automatic graphics switching, isight camera, mini displayport , airport extreme wi-fi wireless networking , bluetooth 2.1 + edr , 10/100/1000base-t gigabit ethernet (rj-45 connector) , mac os x v10.6 snow leopard , ilife,apple computer"
apple imac (intel core duo),"apple macbook pro 15-inch notebook - precision aluminum unibody- 2.4ghz intel core i5 processor with 3mb shared l3 cache, 4 gb ddr3 sdram, 500 gb sata hd, 8x superdrive (dvd±r dl/dvd±rw/cd-rw), sd card slot, macbook pro 15-inch hi-res widescreen display , intel hd graphics and nvidia geforce gt 330m with automatic graphics switching, isight camera, mini displayport , airport extreme wi-fi wireless networking , bluetooth 2.1 + edr , 10/100/1000base-t gigabit ethernet (rj-45 connector) , mac os x v10.6 snow leopard , ilife,apple computer"
apple macbook pro 15-inch (retina display),"apple macbook pro 15-inch notebook - precision aluminum unibody- 2.4ghz intel core i5 processor with 3mb shared l3 cache, 4 gb ddr3 sdram, 500 gb sata hd, 8x superdrive (dvd±r dl/dvd±rw/cd-rw), sd card slot, macbook pro 15-inch hi-res widescreen display , intel hd graphics and nvidia geforce gt 330m with automatic graphics switching, isight camera, mini displayport , airport extreme wi-fi wireless networking , bluetooth 2.1 + edr , 10/100/1000base-t gigabit ethernet (rj-45 connector) , mac os x v10.6 snow leopard , ilife,apple computer"
apple mac mini (2-ghz core 2 duo),"apple macbook pro 15-inch notebook - precision aluminum unibody- 2.4ghz intel core i5 processor with 3mb shared l3 cache, 4 gb ddr3 sdram, 500 gb sata hd, 8x superdrive (dvd±r dl/dvd±rw/cd-rw), sd card slot, macbook pro 15-inch hi-res widescreen display , intel hd graphics and nvidia geforce gt 330m with automatic graphics switching, isight camera, mini displayport , airport extreme wi-fi wireless networking , bluetooth 2.1 + edr , 10/100/1000base-t gigabit ethernet (rj-45 connector) , mac os x v10.6 snow leopard , ilife,apple computer"
apple macbook pro 15-inch (sd slot),"apple macbook pro 15-inch notebook - precision aluminum unibody- 2.4ghz intel core i5 processor with 3mb shared l3 cache, 4 gb ddr3 sdram, 500 gb sata hd, 8x superdrive (dvd±r dl/dvd±rw/cd-rw), sd card slot, macbook pro 15-inch hi-res widescreen display , intel hd graphics and nvidia geforce gt 330m with automatic graphics switching, isight camera, mini displayport , airport extreme wi-fi wireless networking , bluetooth 2.1 + edr , 10/100/1000base-t gigabit ethernet (rj-45 connector) , mac os x v10.6 snow leopard , ilife,apple computer"
avadirect mini gaming pc core i5 z77,"apple macbook pro 15-inch notebook - precision aluminum unibody- 2.4ghz intel core i5 processor with 3mb shared l3 cache, 4 gb ddr3 sdram, 500 gb sata hd, 8x superdrive (dvd±r dl/dvd±rw/cd-rw), sd card slot, macbook pro 15-inch hi-res widescreen display , intel hd graphics and nvidia geforce gt 330m with automatic graphics switching, isight camera, mini displayport , airport extreme wi-fi wireless networking , bluetooth 2.1 + edr , 10/100/1000base-t gigabit ethernet (rj-45 connector) , mac os x v10.6 snow leopard , ilife,apple computer"
apple imac 27-inch with retina 5k display (2015),"apple macbook pro 15-inch notebook - precision aluminum unibody- 2.4ghz intel core i5 processor with 3mb shared l3 cache, 4 gb ddr3 sdram, 500 gb sata hd, 8x superdrive (dvd±r dl/dvd±rw/cd-rw), sd card slot, macbook pro 15-inch hi-res widescreen display , intel hd graphics and nvidia geforce gt 330m with automatic graphics switching, isight camera, mini displayport , airport extreme wi-fi wireless networking , bluetooth 2.1 + edr , 10/100/1000base-t gigabit ethernet (rj-45 connector) , mac os x v10.6 snow leopard , ilife,apple computer"
apple macbook (core 2 duo 2.4ghz),"apple macbook pro 15-inch notebook - precision aluminum unibody- 2.4ghz intel core i5 processor with 3mb shared l3 cache, 4 gb ddr3 sdram, 500 gb sata hd, 8x superdrive (dvd±r dl/dvd±rw/cd-rw), sd card slot, macbook pro 15-inch hi-res widescreen display , intel hd graphics and nvidia geforce gt 330m with automatic graphics switching, isight camera, mini displayport , airport extreme wi-fi wireless networking , bluetooth 2.1 + edr , 10/100/1000base-t gigabit ethernet (rj-45 connector) , mac os x v10.6 snow leopard , ilife,apple computer"
apple mac pro,"apple macbook pro 15-inch notebook - precision aluminum unibody- 2.4ghz intel core i5 processor with 3mb shared l3 cache, 4 gb ddr3 sdram, 500 gb sata hd, 8x superdrive (dvd±r dl/dvd±rw/cd-rw), sd card slot, macbook pro 15-inch hi-res widescreen display , intel hd graphics and nvidia geforce gt 330m with automatic graphics switching, isight camera, mini displayport , airport extreme wi-fi wireless networking , bluetooth 2.1 + edr , 10/100/1000base-t gigabit ethernet (rj-45 connector) , mac os x v10.6 snow leopard , ilife,apple computer"
apple mac mini (core 2 duo 2.26ghz),"apple macbook pro 15-inch notebook - precision aluminum unibody- 2.4ghz intel core i5 processor with 3mb shared l3 cache, 4 gb ddr3 sdram, 500 gb sata hd, 8x superdrive (dvd±r dl/dvd±rw/cd-rw), sd card slot, macbook pro 15-inch hi-res widescreen display , intel hd graphics and nvidia geforce gt 330m with automatic graphics switching, isight camera, mini displayport , airport extreme wi-fi wireless networking , bluetooth 2.1 + edr , 10/100/1000base-t gigabit ethernet (rj-45 connector) , mac os x v10.6 snow leopard , ilife,apple computer"
apple macbook pro 15-inch (thunderbolt),"apple macbook pro 15-inch notebook - precision aluminum unibody- 2.4ghz intel core i5 processor with 3mb shared l3 cache, 4 gb ddr3 sdram, 500 gb sata hd, 8x superdrive (dvd±r dl/dvd±rw/cd-rw), sd card slot, macbook pro 15-inch hi-res widescreen display , intel hd graphics and nvidia geforce gt 330m with automatic graphics switching, isight camera, mini displayport , airport extreme wi-fi wireless networking , bluetooth 2.1 + edr , 10/100/1000base-t gigabit ethernet (rj-45 connector) , mac os x v10.6 snow leopard , ilife,apple computer"
apple macbook pro 15-inch retina display (2014),"apple macbook pro 15-inch notebook - precision aluminum unibody- 2.4ghz intel core i5 processor with 3mb shared l3 cache, 4 gb ddr3 sdram, 500 gb sata hd, 8x superdrive (dvd±r dl/dvd±rw/cd-rw), sd card slot, macbook pro 15-inch hi-res widescreen display , intel hd graphics and nvidia geforce gt 330m with automatic graphics switching, isight camera, mini displayport , airport extreme wi-fi wireless networking , bluetooth 2.1 + edr , 10/100/1000base-t gigabit ethernet (rj-45 connector) , mac os x v10.6 snow leopard , ilife,apple computer"
apple macbook pro 15-inch (late 2011),"apple macbook pro 15-inch notebook - precision aluminum unibody- 2.4ghz intel core i5 processor with 3mb shared l3 cache, 4 gb ddr3 sdram, 500 gb sata hd, 8x superdrive (dvd±r dl/dvd±rw/cd-rw), sd card slot, macbook pro 15-inch hi-res widescreen display , intel hd graphics and nvidia geforce gt 330m with automatic graphics switching, isight camera, mini displayport , airport extreme wi-fi wireless networking , bluetooth 2.1 + edr , 10/100/1000base-t gigabit ethernet (rj-45 connector) , mac os x v10.6 snow leopard , ilife,apple computer"
"apple macbook pro 13-inch, retina display (2014)","apple macbook pro 15-inch notebook - precision aluminum unibody- 2.4ghz intel core i5 processor with 3mb shared l3 cache, 4 gb ddr3 sdram, 500 gb sata hd, 8x superdrive (dvd±r dl/dvd±rw/cd-rw), sd card slot, macbook pro 15-inch hi-res widescreen display , intel hd graphics and nvidia geforce gt 330m with automatic graphics switching, isight camera, mini displayport , airport extreme wi-fi wireless networking , bluetooth 2.1 + edr , 10/100/1000base-t gigabit ethernet (rj-45 connector) , mac os x v10.6 snow leopard , ilife,apple computer"
apple macbook pro 13-inch (retina display),"apple macbook pro 15-inch notebook - precision aluminum unibody- 2.4ghz intel core i5 processor with 3mb shared l3 cache, 4 gb ddr3 sdram, 500 gb sata hd, 8x superdrive (dvd±r dl/dvd±rw/cd-rw), sd card slot, macbook pro 15-inch hi-res widescreen display , intel hd graphics and nvidia geforce gt 330m with automatic graphics switching, isight camera, mini displayport , airport extreme wi-fi wireless networking , bluetooth 2.1 + edr , 10/100/1000base-t gigabit ethernet (rj-45 connector) , mac os x v10.6 snow leopard , ilife,apple computer"
apple macbook pro 15-inch (core 2 duo),"apple macbook pro 15-inch notebook - precision aluminum unibody- 2.4ghz intel core i5 processor with 3mb shared l3 cache, 4 gb ddr3 sdram, 500 gb sata hd, 8x superdrive (dvd±r dl/dvd±rw/cd-rw), sd card slot, macbook pro 15-inch hi-res widescreen display , intel hd graphics and nvidia geforce gt 330m with automatic graphics switching, isight camera, mini displayport , airport extreme wi-fi wireless networking , bluetooth 2.1 + edr , 10/100/1000base-t gigabit ethernet (rj-45 connector) , mac os x v10.6 snow leopard , ilife,apple computer"
apple macbook pro 17-inch (unibody),"apple macbook pro 15-inch notebook - precision aluminum unibody- 2.4ghz intel core i5 processor with 3mb shared l3 cache, 4 gb ddr3 sdram, 500 gb sata hd, 8x superdrive (dvd±r dl/dvd±rw/cd-rw), sd card slot, macbook pro 15-inch hi-res widescreen display , intel hd graphics and nvidia geforce gt 330m with automatic graphics switching, isight camera, mini displayport , airport extreme wi-fi wireless networking , bluetooth 2.1 + edr , 10/100/1000base-t gigabit ethernet (rj-45 connector) , mac os x v10.6 snow leopard , ilife,apple computer"
