ltable_Title,rtable_Title
toshiba satellite radius 12 p25w-c2300-4k,"toshiba - satellite radius 2-in-1 12.5"" 4k ultra hd touch-screen laptop - intel core i7 - 8gb memory - 256gb solid state drive - carbon gray,toshiba,pspvvu-006015"
toshiba satellite radius 11 (l15w-b1302),"toshiba - satellite radius 2-in-1 12.5"" 4k ultra hd touch-screen laptop - intel core i7 - 8gb memory - 256gb solid state drive - carbon gray,toshiba,pspvvu-006015"
toshiba satellite radius p55w-b5224,"toshiba - satellite radius 2-in-1 12.5"" 4k ultra hd touch-screen laptop - intel core i7 - 8gb memory - 256gb solid state drive - carbon gray,toshiba,pspvvu-006015"
toshiba satellite radius 14 e45w-c4200x,"toshiba - satellite radius 2-in-1 12.5"" 4k ultra hd touch-screen laptop - intel core i7 - 8gb memory - 256gb solid state drive - carbon gray,toshiba,pspvvu-006015"
toshiba satellite radius 12 (p20w-cst3n01),"toshiba - satellite radius 2-in-1 12.5"" 4k ultra hd touch-screen laptop - intel core i7 - 8gb memory - 256gb solid state drive - carbon gray,toshiba,pspvvu-006015"
msi ge62 apache,"xotic msi ge62 apache - 15.6"" ips gaming laptop intel core i7-7700hq gtx1050 16gb ddr4 128gb ssd 1tb hdd win10 kabylake,msi computer,ge62 apache-264"
hp envy x360 15t,"newest hp envy 15t high performance laptop pc with full hd touchscreen ( intel i7 processor, 32gb ram, 2tb ssd, 15.6 inch fhd (1920 x 1080) touchscreen, windows 10),hp,hp envy 15t fhd touch"
dell inspiron 15z (i15z-4801slv),"dell inspiron 15z ultrabook with touch screen/ intel core i5 3337u / 6gb ram / 500gb hdd + 32gb ssd / backlit keyboard / intel hd 4000 / 6 cell battery / webcam / wifi / hdmi / bluetooth / windows 8 / moon silver,dell computers"
dell inspiron e1505 (core 2 duo),"dell inspiron 15z ultrabook with touch screen/ intel core i5 3337u / 6gb ram / 500gb hdd + 32gb ssd / backlit keyboard / intel hd 4000 / 6 cell battery / webcam / wifi / hdmi / bluetooth / windows 8 / moon silver,dell computers"
dell chromebook 11 (intel core i3),"dell inspiron 15z ultrabook with touch screen/ intel core i5 3337u / 6gb ram / 500gb hdd + 32gb ssd / backlit keyboard / intel hd 4000 / 6 cell battery / webcam / wifi / hdmi / bluetooth / windows 8 / moon silver,dell computers"
dell inspiron one 20 touch (2020),"dell inspiron 15z ultrabook with touch screen/ intel core i5 3337u / 6gb ram / 500gb hdd + 32gb ssd / backlit keyboard / intel hd 4000 / 6 cell battery / webcam / wifi / hdmi / bluetooth / windows 8 / moon silver,dell computers"
dell inspiron zino hd (inspiron 400),"dell inspiron 15z ultrabook with touch screen/ intel core i5 3337u / 6gb ram / 500gb hdd + 32gb ssd / backlit keyboard / intel hd 4000 / 6 cell battery / webcam / wifi / hdmi / bluetooth / windows 8 / moon silver,dell computers"
dell inspiron mini 10s (hd),"dell inspiron 15z ultrabook with touch screen/ intel core i5 3337u / 6gb ram / 500gb hdd + 32gb ssd / backlit keyboard / intel hd 4000 / 6 cell battery / webcam / wifi / hdmi / bluetooth / windows 8 / moon silver,dell computers"
lenovo thinkpad t410,"lenovo ibm thinkpad laptop t410 14.1"" windows 7 professional, intel core i5 (2.40ghz), 750gb hdd, 4gb memory (certified refurbished),lenovo"
hp envy x360 15t,"hp pavilion x360 2-in-1 15.6"" premium touchscreen convertible laptop / tablet (intel i7 processor, 8gb ram, 512gb ssd, fhd touch 1920 x 1080 , nvidia geforce 940m, bluetooth, win 10) silver,hp,hp pavilion x360 -15t touch laptop"
hp pavilion 11t-n000 x360,"hp pavilion x360 2-in-1 15.6"" premium touchscreen convertible laptop / tablet (intel i7 processor, 8gb ram, 512gb ssd, fhd touch 1920 x 1080 , nvidia geforce 940m, bluetooth, win 10) silver,hp,hp pavilion x360 -15t touch laptop"
hp elite x2 1011 g1 tablet with power keyboard,"new asus vivotab rt ultra-slim tablet bundle with keyboard & battery dock / 10.1"" super ips+ hd touchscreen / nvidia tegra 3 / 32gb / usb port (gray),asus,vivotab"
dell chromebook 11 (intel core i3),"hp 15.6"" hd touchscreen notebook, 15-ac187cl core intel i3 processor, 6gb memory, 1tb hard drive, windows 10,hp,v8t77ua"
dell chromebook 13 (7310),"dell 7310 series 13.3"" chromebook (intel core i3, 4gb ram, 32gb ssd),dell computers,crm7310-4039blk"
dell chromebook 11 (intel core i3),"dell 7310 series 13.3"" chromebook (intel core i3, 4gb ram, 32gb ssd),dell computers,crm7310-4039blk"
apple macbook pro 13-inch (core 2 duo 2.4ghz),"apple macbook mb467ll/a 13.3"" laptop (2.4 ghz core 2 duo, 2 gb ram, 250 gb hdd, superdrive),apple computer"
apple ibook g4 12-inch (1.33 ghz) ,"apple macbook mb467ll/a 13.3"" laptop (2.4 ghz core 2 duo, 2 gb ram, 250 gb hdd, superdrive),apple computer"
dell inspiron e1505 (core 2 duo),"apple macbook mb467ll/a 13.3"" laptop (2.4 ghz core 2 duo, 2 gb ram, 250 gb hdd, superdrive),apple computer"
apple macbook 13-inch (core 2 duo t7200),"apple macbook mb467ll/a 13.3"" laptop (2.4 ghz core 2 duo, 2 gb ram, 250 gb hdd, superdrive),apple computer"
apple macbook 13-inch white (core 2 duo),"apple macbook mb467ll/a 13.3"" laptop (2.4 ghz core 2 duo, 2 gb ram, 250 gb hdd, superdrive),apple computer"
gateway m465-e (intel core 2 duo),"apple macbook mb467ll/a 13.3"" laptop (2.4 ghz core 2 duo, 2 gb ram, 250 gb hdd, superdrive),apple computer"
apple macbook pro 17-inch (core 2 duo t7700),"apple macbook mb467ll/a 13.3"" laptop (2.4 ghz core 2 duo, 2 gb ram, 250 gb hdd, superdrive),apple computer"
apple imac (intel core duo),"apple macbook mb467ll/a 13.3"" laptop (2.4 ghz core 2 duo, 2 gb ram, 250 gb hdd, superdrive),apple computer"
apple mac mini (2-ghz core 2 duo),"apple macbook mb467ll/a 13.3"" laptop (2.4 ghz core 2 duo, 2 gb ram, 250 gb hdd, superdrive),apple computer"
apple macbook (core 2 duo 2.4ghz),"apple macbook mb467ll/a 13.3"" laptop (2.4 ghz core 2 duo, 2 gb ram, 250 gb hdd, superdrive),apple computer"
apple mac mini (core 2 duo 2.26ghz),"apple macbook mb467ll/a 13.3"" laptop (2.4 ghz core 2 duo, 2 gb ram, 250 gb hdd, superdrive),apple computer"
apple imac 21.5-inch (core 2 duo),"apple macbook mb467ll/a 13.3"" laptop (2.4 ghz core 2 duo, 2 gb ram, 250 gb hdd, superdrive),apple computer"
sony vaio vgn-sz280p (intel core 2 duo),"apple macbook mb467ll/a 13.3"" laptop (2.4 ghz core 2 duo, 2 gb ram, 250 gb hdd, superdrive),apple computer"
apple macbook pro 15-inch (core 2 duo),"apple macbook mb467ll/a 13.3"" laptop (2.4 ghz core 2 duo, 2 gb ram, 250 gb hdd, superdrive),apple computer"
dell inspiron 15 7000 series (7559),"2016 newest dell inspiron 7000 premium high performance flagship laptop with 13.3"" fhd touchscreen, intel core i7, 8gb, 256gb ssd, no dvd, backlit keyboard, stylus, bluetooth, windows 10, gold,dell-inspiron,inspiron-7000"
dell inspiron e1505 (core 2 duo),"2016 newest dell inspiron 7000 premium high performance flagship laptop with 13.3"" fhd touchscreen, intel core i7, 8gb, 256gb ssd, no dvd, backlit keyboard, stylus, bluetooth, windows 10, gold,dell-inspiron,inspiron-7000"
dell inspiron 13 7000 series 2-in-1 special edition (7352),"2016 newest dell inspiron 7000 premium high performance flagship laptop with 13.3"" fhd touchscreen, intel core i7, 8gb, 256gb ssd, no dvd, backlit keyboard, stylus, bluetooth, windows 10, gold,dell-inspiron,inspiron-7000"
dell chromebook 11 (intel core i3),"2016 newest dell inspiron 7000 premium high performance flagship laptop with 13.3"" fhd touchscreen, intel core i7, 8gb, 256gb ssd, no dvd, backlit keyboard, stylus, bluetooth, windows 10, gold,dell-inspiron,inspiron-7000"
dell inspiron 13 7000 series 2-in-1,"2016 newest dell inspiron 7000 premium high performance flagship laptop with 13.3"" fhd touchscreen, intel core i7, 8gb, 256gb ssd, no dvd, backlit keyboard, stylus, bluetooth, windows 10, gold,dell-inspiron,inspiron-7000"
dell inspiron e1505 (core 2 duo),"dell inspiron 15.6-inch touchscreen laptops intel core i3-4030u 1.9ghz 4gb 500gb dvd black windows 8.1,dell computers,o4-xbmb-ydgj"
dell chromebook 11 (intel core i3),"dell inspiron 15.6-inch touchscreen laptops intel core i3-4030u 1.9ghz 4gb 500gb dvd black windows 8.1,dell computers,o4-xbmb-ydgj"
lenovo thinkpad yoga 14,"lenovo thinkpad t430s 23539wu 14' led notebook - intel - core i7-3520m 2.9ghz - black,lenovo,23539wu"
apple macbook pro 13-inch (core 2 duo 2.4ghz),"panasonic toughbook 19 tablet pc - centrino 2 vpro - intel core 2 duo su9300 1.2ghz - 10.4"" xga - 2gb ddr2 sdram - 160gb - gigabit ethernet, bluetooth, wi-fi - windows vista business,panasonic,vs251002"
dell inspiron e1505 (core 2 duo),"panasonic toughbook 19 tablet pc - centrino 2 vpro - intel core 2 duo su9300 1.2ghz - 10.4"" xga - 2gb ddr2 sdram - 160gb - gigabit ethernet, bluetooth, wi-fi - windows vista business,panasonic,vs251002"
apple macbook 13-inch (core 2 duo t7200),"panasonic toughbook 19 tablet pc - centrino 2 vpro - intel core 2 duo su9300 1.2ghz - 10.4"" xga - 2gb ddr2 sdram - 160gb - gigabit ethernet, bluetooth, wi-fi - windows vista business,panasonic,vs251002"
apple macbook 13-inch white (core 2 duo),"panasonic toughbook 19 tablet pc - centrino 2 vpro - intel core 2 duo su9300 1.2ghz - 10.4"" xga - 2gb ddr2 sdram - 160gb - gigabit ethernet, bluetooth, wi-fi - windows vista business,panasonic,vs251002"
gateway m465-e (intel core 2 duo),"panasonic toughbook 19 tablet pc - centrino 2 vpro - intel core 2 duo su9300 1.2ghz - 10.4"" xga - 2gb ddr2 sdram - 160gb - gigabit ethernet, bluetooth, wi-fi - windows vista business,panasonic,vs251002"
apple macbook pro 17-inch (core 2 duo t7700),"panasonic toughbook 19 tablet pc - centrino 2 vpro - intel core 2 duo su9300 1.2ghz - 10.4"" xga - 2gb ddr2 sdram - 160gb - gigabit ethernet, bluetooth, wi-fi - windows vista business,panasonic,vs251002"
lenovo yoga tablet 2 anypen with windows (8-inch),"panasonic toughbook 19 tablet pc - centrino 2 vpro - intel core 2 duo su9300 1.2ghz - 10.4"" xga - 2gb ddr2 sdram - 160gb - gigabit ethernet, bluetooth, wi-fi - windows vista business,panasonic,vs251002"
apple imac (intel core duo),"panasonic toughbook 19 tablet pc - centrino 2 vpro - intel core 2 duo su9300 1.2ghz - 10.4"" xga - 2gb ddr2 sdram - 160gb - gigabit ethernet, bluetooth, wi-fi - windows vista business,panasonic,vs251002"
apple mac mini (2-ghz core 2 duo),"panasonic toughbook 19 tablet pc - centrino 2 vpro - intel core 2 duo su9300 1.2ghz - 10.4"" xga - 2gb ddr2 sdram - 160gb - gigabit ethernet, bluetooth, wi-fi - windows vista business,panasonic,vs251002"
apple macbook (core 2 duo 2.4ghz),"panasonic toughbook 19 tablet pc - centrino 2 vpro - intel core 2 duo su9300 1.2ghz - 10.4"" xga - 2gb ddr2 sdram - 160gb - gigabit ethernet, bluetooth, wi-fi - windows vista business,panasonic,vs251002"
apple mac mini (core 2 duo 2.26ghz),"panasonic toughbook 19 tablet pc - centrino 2 vpro - intel core 2 duo su9300 1.2ghz - 10.4"" xga - 2gb ddr2 sdram - 160gb - gigabit ethernet, bluetooth, wi-fi - windows vista business,panasonic,vs251002"
apple imac 21.5-inch (core 2 duo),"panasonic toughbook 19 tablet pc - centrino 2 vpro - intel core 2 duo su9300 1.2ghz - 10.4"" xga - 2gb ddr2 sdram - 160gb - gigabit ethernet, bluetooth, wi-fi - windows vista business,panasonic,vs251002"
sony vaio vgn-sz280p (intel core 2 duo),"panasonic toughbook 19 tablet pc - centrino 2 vpro - intel core 2 duo su9300 1.2ghz - 10.4"" xga - 2gb ddr2 sdram - 160gb - gigabit ethernet, bluetooth, wi-fi - windows vista business,panasonic,vs251002"
apple macbook pro 15-inch (core 2 duo),"panasonic toughbook 19 tablet pc - centrino 2 vpro - intel core 2 duo su9300 1.2ghz - 10.4"" xga - 2gb ddr2 sdram - 160gb - gigabit ethernet, bluetooth, wi-fi - windows vista business,panasonic,vs251002"
hp compaq 6000 pro all-in-one business pc,"lenovo thinkpad e550 windows 7 professional business notebook pc (intel core i7-5500u processor, 15.6-inch 1920 x 1080 full hd display, 2gb radeon r7 graphics, 16gb ram, 500gb pro performance ssd hard drive),lenovo"
hp elitebook folio 9470m ultrabook,"hp elitebook folio 9480m 14"" led notebook - intel core i5 i5-4310u dual-core (2 core) 2 ghz - platinum k6m61us#aba,hp,k6m61us#aba"
hp elitebook folio 1020,"hp elitebook folio 9480m 14"" led notebook - intel core i5 i5-4310u dual-core (2 core) 2 ghz - platinum k6m61us#aba,hp,k6m61us#aba"
hp elitebook folio 1040 g1 (g4u67ut) ,"hp elitebook folio 9480m 14"" led notebook - intel core i5 i5-4310u dual-core (2 core) 2 ghz - platinum k6m61us#aba,hp,k6m61us#aba"
hp elitebook folio 1040 g1,"hp elitebook folio 9480m 14"" led notebook - intel core i5 i5-4310u dual-core (2 core) 2 ghz - platinum k6m61us#aba,hp,k6m61us#aba"
gateway m465-e (intel core 2 duo),"hp elitebook folio 9480m 14"" led notebook - intel core i5 i5-4310u dual-core (2 core) 2 ghz - platinum k6m61us#aba,hp,k6m61us#aba"
sony vaio vgn-sz280p (intel core 2 duo),"hp elitebook folio 9480m 14"" led notebook - intel core i5 i5-4310u dual-core (2 core) 2 ghz - platinum k6m61us#aba,hp,k6m61us#aba"
lenovo thinkpad edge 15,"lenovo thinkpad r60 9457 - core duo t2300e / 1.66 ghz - centrino duo - ram 512 mb - hdd 60 gb - cd-rw / dvd - gma 950 - gigabit ethernet - wlan : 802.11a/b/g - tpm - win xp pro - 15"" tft 1024 x 768 ( xga ) - black - microsoft office ready,lenovo"
apple macbook pro 13-inch (core 2 duo 2.4ghz),"lenovo thinkpad r60 9457 - core duo t2300e / 1.66 ghz - centrino duo - ram 512 mb - hdd 60 gb - cd-rw / dvd - gma 950 - gigabit ethernet - wlan : 802.11a/b/g - tpm - win xp pro - 15"" tft 1024 x 768 ( xga ) - black - microsoft office ready,lenovo"
apple macbook pro 17-inch (core 2 duo t7700),"lenovo thinkpad r60 9457 - core duo t2300e / 1.66 ghz - centrino duo - ram 512 mb - hdd 60 gb - cd-rw / dvd - gma 950 - gigabit ethernet - wlan : 802.11a/b/g - tpm - win xp pro - 15"" tft 1024 x 768 ( xga ) - black - microsoft office ready,lenovo"
lenovo thinkpad yoga 15,"lenovo thinkpad r60 9457 - core duo t2300e / 1.66 ghz - centrino duo - ram 512 mb - hdd 60 gb - cd-rw / dvd - gma 950 - gigabit ethernet - wlan : 802.11a/b/g - tpm - win xp pro - 15"" tft 1024 x 768 ( xga ) - black - microsoft office ready,lenovo"
apple macbook pro 15-inch (core 2 duo),"lenovo thinkpad r60 9457 - core duo t2300e / 1.66 ghz - centrino duo - ram 512 mb - hdd 60 gb - cd-rw / dvd - gma 950 - gigabit ethernet - wlan : 802.11a/b/g - tpm - win xp pro - 15"" tft 1024 x 768 ( xga ) - black - microsoft office ready,lenovo"
sony vaio vgn-sz280p (intel core 2 duo),"dell latitude e6400 xfr intel core 2 duo 2500mhz 320gig serial ata hdd 4096mb ddr2 dvd rom wireless wi-fi 14.0” widescreen lcd genuine windows 7 professional 32 bit laptop notebook computer,dell computers"
lenovo thinkpad e450,"new lenovo thinkpad e450 14-inch premium high performance flagship business professional laptop, intel core i5, 4gb memory, 500gb hdd, no dvd, bluetooth, hdmi, wifi, webcam, windows 7 pro, black,lenovo-thinkpad,lenovo-thinkpad"
sony vaio vgn-sz280p (intel core 2 duo),"dell latitude d630 14.1"" laptop (intel core 2 duo 2.2ghz, 320gb hard drive, 2048mb ram, dvd/cdrw drive, xp profesional),dell computers"
msi gt72 dominator pro g-1438,"xotic msi gt62vr dominator pro - 15.6"" full hd edp ips-level w/ g-sync gaming laptop intel core i7-7700hq gtx1070 16gb ddr4 128gb ssd 1tb hdd win10 kabylake,msi,gt62vr dominator pro-239"
avadirect gt3 core i7 gaming system,"hp omen 17 17.3'' uhd 4k vr ready gaming and business laptop (intel i7 quad core, 4tb ssd, 17.3 inch uhd 3840 x 2160, 32gb ram, geforce gtx 1070, win 10 pro),hp,new hp omen 17"
dell precision 15 5000 series (5510),"dell precision 15 5000 m5510 15.6'' (in-plane switching (ips) technology) mobile workstation - intel core i7 (6th gen) i7-6820hq quad-core (4 core) 2.70 ghz,dell"
dell chromebook 11 (intel core i3),"dell precision 15 5000 m5510 15.6'' (in-plane switching (ips) technology) mobile workstation - intel core i7 (6th gen) i7-6820hq quad-core (4 core) 2.70 ghz,dell"
apple macbook pro 13-inch (core 2 duo 2.4ghz),"thinkpad t400 6475 intel core 2 duo t9400 2.53ghz 802.11a/b/g/draft-n wireless 14.1"" wxga 2gb ddr3 sdram 160gb,lenovo group limited"
dell inspiron e1505 (core 2 duo),"thinkpad t400 6475 intel core 2 duo t9400 2.53ghz 802.11a/b/g/draft-n wireless 14.1"" wxga 2gb ddr3 sdram 160gb,lenovo group limited"
apple macbook 13-inch (core 2 duo t7200),"thinkpad t400 6475 intel core 2 duo t9400 2.53ghz 802.11a/b/g/draft-n wireless 14.1"" wxga 2gb ddr3 sdram 160gb,lenovo group limited"
apple macbook 13-inch white (core 2 duo),"thinkpad t400 6475 intel core 2 duo t9400 2.53ghz 802.11a/b/g/draft-n wireless 14.1"" wxga 2gb ddr3 sdram 160gb,lenovo group limited"
gateway m465-e (intel core 2 duo),"thinkpad t400 6475 intel core 2 duo t9400 2.53ghz 802.11a/b/g/draft-n wireless 14.1"" wxga 2gb ddr3 sdram 160gb,lenovo group limited"
apple macbook pro 17-inch (core 2 duo t7700),"thinkpad t400 6475 intel core 2 duo t9400 2.53ghz 802.11a/b/g/draft-n wireless 14.1"" wxga 2gb ddr3 sdram 160gb,lenovo group limited"
apple imac (intel core duo),"thinkpad t400 6475 intel core 2 duo t9400 2.53ghz 802.11a/b/g/draft-n wireless 14.1"" wxga 2gb ddr3 sdram 160gb,lenovo group limited"
apple mac mini (2-ghz core 2 duo),"thinkpad t400 6475 intel core 2 duo t9400 2.53ghz 802.11a/b/g/draft-n wireless 14.1"" wxga 2gb ddr3 sdram 160gb,lenovo group limited"
apple macbook (core 2 duo 2.4ghz),"thinkpad t400 6475 intel core 2 duo t9400 2.53ghz 802.11a/b/g/draft-n wireless 14.1"" wxga 2gb ddr3 sdram 160gb,lenovo group limited"
apple mac mini (core 2 duo 2.26ghz),"thinkpad t400 6475 intel core 2 duo t9400 2.53ghz 802.11a/b/g/draft-n wireless 14.1"" wxga 2gb ddr3 sdram 160gb,lenovo group limited"
apple imac 21.5-inch (core 2 duo),"thinkpad t400 6475 intel core 2 duo t9400 2.53ghz 802.11a/b/g/draft-n wireless 14.1"" wxga 2gb ddr3 sdram 160gb,lenovo group limited"
sony vaio vgn-sz280p (intel core 2 duo),"thinkpad t400 6475 intel core 2 duo t9400 2.53ghz 802.11a/b/g/draft-n wireless 14.1"" wxga 2gb ddr3 sdram 160gb,lenovo group limited"
apple macbook pro 15-inch (core 2 duo),"thinkpad t400 6475 intel core 2 duo t9400 2.53ghz 802.11a/b/g/draft-n wireless 14.1"" wxga 2gb ddr3 sdram 160gb,lenovo group limited"
dell inspiron e1505 (core 2 duo),"newest dell inspiron flagship high performance 14"" hd touchscreen backlit keyboard laptop pc, intel core i7-5500u dual-core, nvidia geforce 920m 2gb ddr3, 8gb ram, 1tb hdd, dvd +/- rw, windows 10,dell computers,oem"
dell chromebook 11 (intel core i3),"newest dell inspiron flagship high performance 14"" hd touchscreen backlit keyboard laptop pc, intel core i7-5500u dual-core, nvidia geforce 920m 2gb ddr3, 8gb ram, 1tb hdd, dvd +/- rw, windows 10,dell computers,oem"
dell inspiron zino hd (inspiron 400),"newest dell inspiron flagship high performance 14"" hd touchscreen backlit keyboard laptop pc, intel core i7-5500u dual-core, nvidia geforce 920m 2gb ddr3, 8gb ram, 1tb hdd, dvd +/- rw, windows 10,dell computers,oem"
dell inspiron mini 10s (hd),"newest dell inspiron flagship high performance 14"" hd touchscreen backlit keyboard laptop pc, intel core i7-5500u dual-core, nvidia geforce 920m 2gb ddr3, 8gb ram, 1tb hdd, dvd +/- rw, windows 10,dell computers,oem"
dell inspiron 14 (5447),"newest dell inspiron flagship high performance 14"" hd touchscreen backlit keyboard laptop pc, intel core i7-5500u dual-core, nvidia geforce 920m 2gb ddr3, 8gb ram, 1tb hdd, dvd +/- rw, windows 10,dell computers,oem"
hp elitebook 850 g1 ,"hewlett-packard elitebook 840 g1 e3w25ut 14"" led notebook - intel - core i5 i5-4300u 1.9ghz / e3w25ut#aba /,hewlett packard (hp)"
hp elitebook folio 1040 g1 (g4u67ut) ,"hewlett-packard elitebook 840 g1 e3w25ut 14"" led notebook - intel - core i5 i5-4300u 1.9ghz / e3w25ut#aba /,hewlett packard (hp)"
hp elitebook folio 1040 g1,"hewlett-packard elitebook 840 g1 e3w25ut 14"" led notebook - intel - core i5 i5-4300u 1.9ghz / e3w25ut#aba /,hewlett packard (hp)"
hp envy x360 15t,"hp envy 15t 15.6'' qhd touch laptop pc (intel i7 processor, 16gb ram, 1tb ssd, 15.6 inch qhd touchscreen (3200x1800), nvidia geforce gtx 950m, backlit keyboard, bluetooth, win 10 pro),hp,hp envy 15t-qhd touch"
dell inspiron 15 (i15rv-6190 blk),"dell inspiron 15 5000 15-5558 15.6"" touchscreen core i5 2.2ghz 12gb sdram 1tb hdd dvd-writer windows 10 home 64-bit i5558-6434slv,dell consumer"
dell inspiron 15 non-touch (3531),"dell inspiron 15 5000 15-5558 15.6"" touchscreen core i5 2.2ghz 12gb sdram 1tb hdd dvd-writer windows 10 home 64-bit i5558-6434slv,dell consumer"
dell precision 15 5000 series (5510),"dell inspiron 15 5000 15-5558 15.6"" touchscreen core i5 2.2ghz 12gb sdram 1tb hdd dvd-writer windows 10 home 64-bit i5558-6434slv,dell consumer"
dell inspiron 15 (7537),"dell inspiron 15 5000 15-5558 15.6"" touchscreen core i5 2.2ghz 12gb sdram 1tb hdd dvd-writer windows 10 home 64-bit i5558-6434slv,dell consumer"
dell inspiron 15 7000 series (7559),"dell inspiron 15 5000 15-5558 15.6"" touchscreen core i5 2.2ghz 12gb sdram 1tb hdd dvd-writer windows 10 home 64-bit i5558-6434slv,dell consumer"
dell inspiron e1505 (core 2 duo),"dell inspiron 15 5000 15-5558 15.6"" touchscreen core i5 2.2ghz 12gb sdram 1tb hdd dvd-writer windows 10 home 64-bit i5558-6434slv,dell consumer"
dell venue 10 pro tablet 5000 series,"dell inspiron 15 5000 15-5558 15.6"" touchscreen core i5 2.2ghz 12gb sdram 1tb hdd dvd-writer windows 10 home 64-bit i5558-6434slv,dell consumer"
dell inspiron 17 5000 series non-touch,"dell inspiron 15 5000 15-5558 15.6"" touchscreen core i5 2.2ghz 12gb sdram 1tb hdd dvd-writer windows 10 home 64-bit i5558-6434slv,dell consumer"
apple macbook pro 13-inch (core 2 duo 2.4ghz),"hewlett packard 8440p 14-inch laptop (2.4ghz intel core i5-520m, 2 gb, 250 gb windows 7 professional, wz227ut#aba),hewlett packard,wz227ut#aba"
gateway m465-e (intel core 2 duo),"hewlett packard 8440p 14-inch laptop (2.4ghz intel core i5-520m, 2 gb, 250 gb windows 7 professional, wz227ut#aba),hewlett packard,wz227ut#aba"
apple macbook (core 2 duo 2.4ghz),"hewlett packard 8440p 14-inch laptop (2.4ghz intel core i5-520m, 2 gb, 250 gb windows 7 professional, wz227ut#aba),hewlett packard,wz227ut#aba"
sony vaio vgn-sz280p (intel core 2 duo),"hewlett packard 8440p 14-inch laptop (2.4ghz intel core i5-520m, 2 gb, 250 gb windows 7 professional, wz227ut#aba),hewlett packard,wz227ut#aba"
dell inspiron small desktop 3000 series (3646),"dell inspiron 15 3000 series i3543 15.6-inch led-backlit touchscreen laptop (intel core i5 5200u, 4gb ram, 500gb hdd with dvd drive, windows 8.1 64-bit), black,dell computers,:75967913809"
dell inspiron 15 (i15rv-6190 blk),"dell inspiron 15 3000 series i3543 15.6-inch led-backlit touchscreen laptop (intel core i5 5200u, 4gb ram, 500gb hdd with dvd drive, windows 8.1 64-bit), black,dell computers,:75967913809"
dell inspiron 15 non-touch (3531),"dell inspiron 15 3000 series i3543 15.6-inch led-backlit touchscreen laptop (intel core i5 5200u, 4gb ram, 500gb hdd with dvd drive, windows 8.1 64-bit), black,dell computers,:75967913809"
dell precision 15 5000 series (5510),"dell inspiron 15 3000 series i3543 15.6-inch led-backlit touchscreen laptop (intel core i5 5200u, 4gb ram, 500gb hdd with dvd drive, windows 8.1 64-bit), black,dell computers,:75967913809"
dell inspiron 15 (7537),"dell inspiron 15 3000 series i3543 15.6-inch led-backlit touchscreen laptop (intel core i5 5200u, 4gb ram, 500gb hdd with dvd drive, windows 8.1 64-bit), black,dell computers,:75967913809"
dell inspiron 15 7000 series (7559),"dell inspiron 15 3000 series i3543 15.6-inch led-backlit touchscreen laptop (intel core i5 5200u, 4gb ram, 500gb hdd with dvd drive, windows 8.1 64-bit), black,dell computers,:75967913809"
dell inspiron e1505 (core 2 duo),"dell inspiron 15 3000 series i3543 15.6-inch led-backlit touchscreen laptop (intel core i5 5200u, 4gb ram, 500gb hdd with dvd drive, windows 8.1 64-bit), black,dell computers,:75967913809"
dell inspiron 13 7000 series 2-in-1 special edition (7352),"dell inspiron 15 3000 series i3543 15.6-inch led-backlit touchscreen laptop (intel core i5 5200u, 4gb ram, 500gb hdd with dvd drive, windows 8.1 64-bit), black,dell computers,:75967913809"
dell inspiron 11 3000 series 2-in-1 special edition (3153),"dell inspiron 15 3000 series i3543 15.6-inch led-backlit touchscreen laptop (intel core i5 5200u, 4gb ram, 500gb hdd with dvd drive, windows 8.1 64-bit), black,dell computers,:75967913809"
dell chromebook 11 (intel core i3),"dell inspiron 15 3000 series i3543 15.6-inch led-backlit touchscreen laptop (intel core i5 5200u, 4gb ram, 500gb hdd with dvd drive, windows 8.1 64-bit), black,dell computers,:75967913809"
dell inspiron 17 5000 series non-touch,"dell inspiron 15 3000 series i3543 15.6-inch led-backlit touchscreen laptop (intel core i5 5200u, 4gb ram, 500gb hdd with dvd drive, windows 8.1 64-bit), black,dell computers,:75967913809"
dell inspiron 13 7000 series 2-in-1,"dell inspiron 15 3000 series i3543 15.6-inch led-backlit touchscreen laptop (intel core i5 5200u, 4gb ram, 500gb hdd with dvd drive, windows 8.1 64-bit), black,dell computers,:75967913809"
zotac zbox ci320 nano plus windows 8.1 with bing,"dell inspiron 15 3000 series i3543 15.6-inch led-backlit touchscreen laptop (intel core i5 5200u, 4gb ram, 500gb hdd with dvd drive, windows 8.1 64-bit), black,dell computers,:75967913809"
hp compaq business notebook nc4000,"hp compaq business nc2400 notebook,hewlett packard"
hp compaq business notebook nc6000,"hp compaq business nc2400 notebook,hewlett packard"
hp compaq 6000 pro all-in-one business pc,"hp compaq business nc2400 notebook,hewlett packard"
hp compaq dx2200 business desktop pc,"hp compaq business nc2400 notebook,hewlett packard"
dell inspiron one 20 touch (2020),"dell inspiron 17 17.3"" fhd touchscreen premium laptop (intel i7 processor, 16gb ram, 480gb ssd, 17.3"" fhd (1920 x 1080) touchscreen, dvd, backlit keyboard, win 10),dell,dell inspirion 17 fhd touch"
dell inspiron 17 5000 series non-touch,"dell inspiron 17 17.3"" fhd touchscreen premium laptop (intel i7 processor, 16gb ram, 480gb ssd, 17.3"" fhd (1920 x 1080) touchscreen, dvd, backlit keyboard, win 10),dell,dell inspirion 17 fhd touch"
